tosquarerank,tosquarefile,piece,COUNT(*),turn,avgrating
6,1,pawn,5,White,2600
6,1,queen,67,Black,800
6,1,queen,1061,Black,1000
6,1,queen,5561,Black,1200
6,1,queen,13148,Black,1400
6,1,queen,14197,Black,1600
6,1,queen,8126,Black,1800
6,1,queen,2743,Black,2000
6,1,queen,688,Black,2200
6,1,queen,65,Black,2400
6,1,queen,6,Black,2600
6,1,queen,115,White,800
6,1,queen,2033,White,1000
6,1,queen,10469,White,1200
6,1,queen,22459,White,1400
6,1,queen,21441,White,1600
6,1,queen,10187,White,1800
6,1,queen,3051,White,2000
6,1,queen,700,White,2200
6,1,queen,53,White,2400
6,1,queen,5,White,2600
6,1,rook,78,Black,800
6,1,rook,1359,Black,1000
6,1,rook,8266,Black,1200
6,1,rook,18717,Black,1400
6,1,rook,19736,Black,1600
6,1,rook,10537,Black,1800
6,1,rook,3643,Black,2000
6,1,rook,923,Black,2200
6,1,rook,60,Black,2400
6,1,rook,1,Black,2600
6,1,rook,86,White,800
6,1,rook,2046,White,1000
6,1,rook,14276,White,1200
6,1,rook,34195,White,1400
6,1,rook,35872,White,1600
6,1,rook,19589,White,1800
6,1,rook,6684,White,2000
6,1,rook,1556,White,2200
6,1,rook,111,White,2400
6,1,rook,6,White,2600
6,2,bishop,70,Black,800
6,2,bishop,1599,Black,1000
6,2,bishop,10603,Black,1200
6,2,bishop,28739,Black,1400
6,2,bishop,30992,Black,1600
6,2,bishop,15929,Black,1800
6,2,bishop,5045,Black,2000
6,2,bishop,1101,Black,2200
6,2,bishop,105,Black,2400
6,2,bishop,5,Black,2600
6,2,bishop,56,White,800
6,2,bishop,1080,White,1000
6,2,bishop,7044,White,1200
6,2,bishop,17795,White,1400
6,2,bishop,19958,White,1600
6,2,bishop,11101,White,1800
6,2,bishop,3551,White,2000
6,2,bishop,832,White,2200
6,2,bishop,47,White,2400
6,2,bishop,6,White,2600
6,2,king,165,Black,800
6,2,king,3146,Black,1000
6,2,king,17079,Black,1200
6,2,king,35510,Black,1400
6,2,king,34032,Black,1600
6,2,king,17709,Black,1800
6,2,king,5789,Black,2000
6,2,king,1292,Black,2200
6,2,king,103,Black,2400
6,2,king,2,Black,2600
6,2,king,59,White,800
6,2,king,1070,White,1000
6,2,king,5915,White,1200
6,2,king,13856,White,1400
6,2,king,14955,White,1600
6,2,king,8192,White,1800
6,2,king,2781,White,2000
6,2,king,635,White,2200
6,2,king,40,White,2400
6,2,king,4,White,2600
6,2,knight,65,Black,800
6,2,knight,1888,Black,1000
6,2,knight,13450,Black,1200
6,2,knight,41522,Black,1400
6,2,knight,55257,Black,1600
6,2,knight,33259,Black,1800
6,2,knight,10870,Black,2000
6,2,knight,2364,Black,2200
6,2,knight,202,Black,2400
6,2,knight,12,Black,2600
6,2,knight,93,White,800
6,2,knight,1757,White,1000
6,2,knight,8965,White,1200
6,2,knight,21148,White,1400
6,2,knight,21732,White,1600
6,2,knight,11611,White,1800
6,2,knight,3809,White,2000
6,2,knight,852,White,2200
6,2,knight,85,White,2400
6,2,knight,8,White,2600
6,2,pawn,387,Black,800
6,2,pawn,7492,Black,1000
6,2,pawn,45048,Black,1200
6,2,pawn,110558,Black,1400
6,2,pawn,121408,Black,1600
6,2,pawn,67110,Black,1800
6,2,pawn,21259,Black,2000
6,2,pawn,4566,Black,2200
6,2,pawn,369,Black,2400
6,2,pawn,20,Black,2600
6,2,pawn,128,White,800
6,2,pawn,2413,White,1000
6,2,pawn,14456,White,1200
6,2,pawn,35519,White,1400
6,2,pawn,39831,White,1600
6,2,pawn,22474,White,1800
6,2,pawn,7456,White,2000
6,2,pawn,1714,White,2200
6,2,pawn,159,White,2400
6,2,pawn,9,White,2600
6,2,queen,178,Black,800
6,2,queen,3566,Black,1000
6,2,queen,23455,Black,1200
6,2,queen,67435,Black,1400
6,2,queen,82666,Black,1600
6,2,queen,47872,Black,1800
6,2,queen,15559,Black,2000
6,2,queen,3505,Black,2200
6,2,queen,277,Black,2400
6,2,queen,21,Black,2600
6,2,queen,79,White,800
6,2,queen,1489,White,1000
6,2,queen,8143,White,1200
6,2,queen,19410,White,1400
6,2,queen,20682,White,1600
6,2,queen,11452,White,1800
6,2,queen,3800,White,2000
6,2,queen,839,White,2200
6,2,queen,60,White,2400
6,2,queen,6,White,2600
6,2,rook,65,Black,800
6,2,rook,1238,Black,1000
6,2,rook,8294,Black,1200
6,2,rook,19951,Black,1400
6,2,rook,22447,Black,1600
6,2,rook,12440,Black,1800
6,2,rook,4504,Black,2000
6,2,rook,1135,Black,2200
6,2,rook,108,Black,2400
6,2,rook,7,Black,2600
6,2,rook,78,White,800
6,2,rook,1548,White,1000
6,2,rook,11368,White,1200
6,2,rook,29212,White,1400
6,2,rook,33078,White,1600
6,2,rook,18609,White,1800
6,2,rook,6242,White,2000
6,2,rook,1484,White,2200
6,2,rook,134,White,2400
6,2,rook,10,White,2600
6,3,bishop,137,Black,800
6,3,bishop,3102,Black,1000
6,3,bishop,22287,Black,1200
6,3,bishop,58483,Black,1400
6,3,bishop,64571,Black,1600
6,3,bishop,34281,Black,1800
6,3,bishop,11056,Black,2000
6,3,bishop,2450,Black,2200
6,3,bishop,234,Black,2400
6,3,bishop,16,Black,2600
6,3,bishop,182,White,800
6,3,bishop,4005,White,1000
6,3,bishop,22336,White,1200
6,3,bishop,48879,White,1400
6,3,bishop,47924,White,1600
6,3,bishop,24834,White,1800
6,3,bishop,7582,White,2000
6,3,bishop,1785,White,2200
6,3,bishop,143,White,2400
6,3,bishop,13,White,2600
6,3,king,233,Black,800
6,3,king,4270,Black,1000
6,3,king,23263,Black,1200
6,3,king,50158,Black,1400
6,3,king,50976,Black,1600
6,3,king,27322,Black,1800
6,3,king,9079,Black,2000
6,3,king,1893,Black,2200
6,3,king,181,Black,2400
6,3,king,7,Black,2600
6,3,king,55,White,800
6,3,king,1256,White,1000
6,3,king,6633,White,1200
6,3,king,15996,White,1400
6,3,king,17353,White,1600
6,3,king,9623,White,1800
6,3,king,3267,White,2000
6,3,king,701,White,2200
6,3,king,50,White,2400
6,3,king,2,White,2600
6,3,knight,474,Black,800
6,3,knight,9717,Black,1000
6,3,knight,52847,Black,1200
6,3,knight,118761,Black,1400
6,3,knight,118312,Black,1600
6,3,knight,57676,Black,1800
6,3,knight,17049,Black,2000
6,3,knight,3871,Black,2200
6,3,knight,356,Black,2400
6,3,knight,29,Black,2600
6,3,knight,181,White,800
6,3,knight,3628,White,1000
6,3,knight,21802,White,1200
6,3,knight,51258,White,1400
6,3,knight,53948,White,1600
6,3,knight,28224,White,1800
6,3,knight,8755,White,2000
6,3,knight,1920,White,2200
6,3,knight,202,White,2400
6,3,knight,19,White,2600
6,3,pawn,421,Black,800
6,3,pawn,9491,Black,1000
6,3,pawn,51311,Black,1200
6,3,pawn,112204,Black,1400
6,3,pawn,105358,Black,1600
6,3,pawn,48500,Black,1800
6,3,pawn,14235,Black,2000
6,3,pawn,3128,Black,2200
6,3,pawn,263,Black,2400
6,3,pawn,17,Black,2600
6,3,pawn,177,White,800
6,3,pawn,3396,White,1000
6,3,pawn,19092,White,1200
6,3,pawn,43447,White,1400
6,3,pawn,46819,White,1600
6,3,pawn,26159,White,1800
6,3,pawn,8590,White,2000
6,3,pawn,1987,White,2200
6,3,pawn,155,White,2400
6,3,pawn,15,White,2600
6,3,queen,137,Black,800
6,3,queen,2995,Black,1000
6,3,queen,18965,Black,1200
6,3,queen,49426,Black,1400
6,3,queen,54974,Black,1600
6,3,queen,28533,Black,1800
6,3,queen,9102,Black,2000
6,3,queen,1937,Black,2200
6,3,queen,169,Black,2400
6,3,queen,15,Black,2600
6,3,queen,177,White,800
6,3,queen,3577,White,1000
6,3,queen,18755,White,1200
6,3,queen,38443,White,1400
6,3,queen,36193,White,1600
6,3,queen,17614,White,1800
6,3,queen,5582,White,2000
6,3,queen,1229,White,2200
6,3,queen,108,White,2400
6,3,queen,10,White,2600
6,3,rook,82,Black,800
6,3,rook,1494,Black,1000
6,3,rook,9711,Black,1200
6,3,rook,26489,Black,1400
6,3,rook,31825,Black,1600
6,3,rook,18389,Black,1800
6,3,rook,6333,Black,2000
6,3,rook,1529,Black,2200
6,3,rook,123,Black,2400
6,3,rook,20,Black,2600
6,3,rook,93,White,800
6,3,rook,2265,White,1000
6,3,rook,14642,White,1200
6,3,rook,36955,White,1400
6,3,rook,41227,White,1600
6,3,rook,22901,White,1800
6,3,rook,7622,White,2000
6,3,rook,1764,White,2200
6,3,rook,161,White,2400
6,3,rook,11,White,2600
6,4,bishop,289,Black,800
6,4,bishop,6202,Black,1000
6,4,bishop,36341,Black,1200
6,4,bishop,88281,Black,1400
6,4,bishop,95171,Black,1600
6,4,bishop,50710,Black,1800
6,4,bishop,16136,Black,2000
6,4,bishop,3633,Black,2200
6,4,bishop,311,Black,2400
6,4,bishop,14,Black,2600
6,4,bishop,116,White,800
6,4,bishop,2496,White,1000
6,4,bishop,15002,White,1200
6,4,bishop,37093,White,1400
6,4,bishop,41995,White,1600
6,4,bishop,23298,White,1800
6,4,bishop,7245,White,2000
6,4,bishop,1625,White,2200
6,4,bishop,112,White,2400
6,4,bishop,17,White,2600
6,4,king,264,Black,800
6,4,king,5719,Black,1000
6,4,king,28588,Black,1200
6,4,king,65574,Black,1400
6,4,king,73286,Black,1600
6,4,king,41413,Black,1800
6,4,king,13775,Black,2000
6,4,king,3138,Black,2200
6,4,king,296,Black,2400
6,4,king,12,Black,2600
6,4,king,61,White,800
6,4,king,1319,White,1000
6,4,king,6804,White,1200
6,4,king,16092,White,1400
6,4,king,17585,White,1600
6,4,king,9935,White,1800
6,4,king,3361,White,2000
6,4,king,741,White,2200
6,4,king,60,White,2400
6,4,king,6,White,2600
6,4,knight,65,Black,800
6,4,knight,1731,Black,1000
6,4,knight,10515,Black,1200
6,4,knight,28265,Black,1400
6,4,knight,33602,Black,1600
6,4,knight,20202,Black,1800
6,4,knight,6857,Black,2000
6,4,knight,1628,Black,2200
6,4,knight,144,Black,2400
6,4,knight,16,Black,2600
6,4,knight,208,White,800
6,4,knight,4718,White,1000
6,4,knight,27046,White,1200
6,4,knight,62981,White,1400
6,4,knight,67264,White,1600
6,4,knight,35569,White,1800
6,4,knight,11124,White,2000
6,4,knight,2375,White,2200
6,4,knight,219,White,2400
6,4,knight,22,White,2600
6,4,pawn,178,Black,800
6,4,pawn,3988,Black,1000
6,4,pawn,21332,Black,1200
6,4,pawn,43536,Black,1400
6,4,pawn,37624,Black,1600
6,4,pawn,16590,Black,1800
6,4,pawn,4850,Black,2000
6,4,pawn,1083,Black,2200
6,4,pawn,105,Black,2400
6,4,pawn,11,Black,2600
6,4,pawn,152,White,800
6,4,pawn,3347,White,1000
6,4,pawn,19258,White,1200
6,4,pawn,48613,White,1400
6,4,pawn,55508,White,1600
6,4,pawn,31000,White,1800
6,4,pawn,10547,White,2000
6,4,pawn,2399,White,2200
6,4,pawn,183,White,2400
6,4,pawn,26,White,2600
6,4,queen,243,Black,800
6,4,queen,4814,Black,1000
6,4,queen,29773,Black,1200
6,4,queen,77720,Black,1400
6,4,queen,88424,Black,1600
6,4,queen,46997,Black,1800
6,4,queen,14321,Black,2000
6,4,queen,3087,Black,2200
6,4,queen,232,Black,2400
6,4,queen,22,Black,2600
6,4,queen,139,White,800
6,4,queen,2919,White,1000
6,4,queen,15953,White,1200
6,4,queen,35416,White,1400
6,4,queen,36232,White,1600
6,4,queen,19436,White,1800
6,4,queen,6019,White,2000
6,4,queen,1333,White,2200
6,4,queen,117,White,2400
6,4,queen,10,White,2600
6,4,rook,100,Black,800
6,4,rook,2255,Black,1000
6,4,rook,14679,Black,1200
6,4,rook,37478,Black,1400
6,4,rook,43103,Black,1600
6,4,rook,24078,Black,1800
6,4,rook,8190,Black,2000
6,4,rook,2019,Black,2200
6,4,rook,161,Black,2400
6,4,rook,16,Black,2600
6,4,rook,126,White,800
6,4,rook,2843,White,1000
6,4,rook,18438,White,1200
6,4,rook,44706,White,1400
6,4,rook,48703,White,1600
6,4,rook,27244,White,1800
6,4,rook,9036,White,2000
6,4,rook,2054,White,2200
6,4,rook,195,White,2400
6,4,rook,17,White,2600
6,5,bishop,336,Black,800
6,5,bishop,6785,Black,1000
6,5,bishop,39482,Black,1200
6,5,bishop,95308,Black,1400
6,5,bishop,106555,Black,1600
6,5,bishop,61938,Black,1800
6,5,bishop,21245,Black,2000
6,5,bishop,4857,Black,2200
6,5,bishop,458,Black,2400
6,5,bishop,33,Black,2600
6,5,bishop,137,White,800
6,5,bishop,2871,White,1000
6,5,bishop,16462,White,1200
6,5,bishop,38475,White,1400
6,5,bishop,38875,White,1600
6,5,bishop,20370,White,1800
6,5,bishop,6536,White,2000
6,5,bishop,1420,White,2200
6,5,bishop,104,White,2400
6,5,bishop,16,White,2600
6,5,king,371,Black,800
6,5,king,6258,Black,1000
6,5,king,33449,Black,1200
6,5,king,77869,Black,1400
6,5,king,88428,Black,1600
6,5,king,49473,Black,1800
6,5,king,16610,Black,2000
6,5,king,3541,Black,2200
6,5,king,295,Black,2400
6,5,king,24,Black,2600
6,5,king,49,White,800
6,5,king,1205,White,1000
6,5,king,6732,White,1200
6,5,king,15739,White,1400
6,5,king,17151,White,1600
6,5,king,9681,White,1800
6,5,king,3465,White,2000
6,5,king,703,White,2200
6,5,king,52,White,2400
6,5,king,5,White,2600
6,5,knight,100,Black,800
6,5,knight,1898,Black,1000
6,5,knight,11972,Black,1200
6,5,knight,30724,Black,1400
6,5,knight,37627,Black,1600
6,5,knight,23344,Black,1800
6,5,knight,8611,Black,2000
6,5,knight,2152,Black,2200
6,5,knight,190,Black,2400
6,5,knight,16,Black,2600
6,5,knight,224,White,800
6,5,knight,4480,White,1000
6,5,knight,23653,White,1200
6,5,knight,55526,White,1400
6,5,knight,59884,White,1600
6,5,knight,32004,White,1800
6,5,knight,9892,White,2000
6,5,knight,2158,White,2200
6,5,knight,169,White,2400
6,5,knight,14,White,2600
6,5,pawn,172,Black,800
6,5,pawn,4006,Black,1000
6,5,pawn,22803,Black,1200
6,5,pawn,55755,Black,1400
6,5,pawn,61877,Black,1600
6,5,pawn,35800,Black,1800
6,5,pawn,12715,Black,2000
6,5,pawn,2953,Black,2200
6,5,pawn,227,Black,2400
6,5,pawn,29,Black,2600
6,5,pawn,172,White,800
6,5,pawn,3219,White,1000
6,5,pawn,18538,White,1200
6,5,pawn,48410,White,1400
6,5,pawn,57016,White,1600
6,5,pawn,31632,White,1800
6,5,pawn,10655,White,2000
6,5,pawn,2312,White,2200
6,5,pawn,188,White,2400
6,5,pawn,13,White,2600
6,5,queen,176,Black,800
6,5,queen,3501,Black,1000
6,5,queen,21310,Black,1200
6,5,queen,52876,Black,1400
6,5,queen,58539,Black,1600
6,5,queen,31397,Black,1800
6,5,queen,10015,Black,2000
6,5,queen,2215,Black,2200
6,5,queen,179,Black,2400
6,5,queen,19,Black,2600
6,5,queen,187,White,800
6,5,queen,3559,White,1000
6,5,queen,19083,White,1200
6,5,queen,43304,White,1400
6,5,queen,45471,White,1600
6,5,queen,23449,White,1800
6,5,queen,7139,White,2000
6,5,queen,1422,White,2200
6,5,queen,96,White,2400
6,5,queen,16,White,2600
6,5,rook,125,Black,800
6,5,rook,2505,Black,1000
6,5,rook,15739,Black,1200
6,5,rook,40936,Black,1400
6,5,rook,45699,Black,1600
6,5,rook,25085,Black,1800
6,5,rook,8688,Black,2000
6,5,rook,2012,Black,2200
6,5,rook,188,Black,2400
6,5,rook,18,Black,2600
6,5,rook,136,White,800
6,5,rook,2983,White,1000
6,5,rook,17502,White,1200
6,5,rook,41902,White,1400
6,5,rook,44987,White,1600
6,5,rook,24446,White,1800
6,5,rook,7891,White,2000
6,5,rook,1787,White,2200
6,5,rook,142,White,2400
6,5,rook,16,White,2600
6,6,bishop,155,Black,800
6,6,bishop,4002,Black,1000
6,6,bishop,31724,Black,1200
6,6,bishop,90702,Black,1400
6,6,bishop,103381,Black,1600
6,6,bishop,57837,Black,1800
6,6,bishop,19065,Black,2000
6,6,bishop,4185,Black,2200
6,6,bishop,332,Black,2400
6,6,bishop,32,Black,2600
6,6,bishop,207,White,800
6,6,bishop,4689,White,1000
6,6,bishop,30124,White,1200
6,6,bishop,73613,White,1400
6,6,bishop,75649,White,1600
6,6,bishop,38233,White,1800
6,6,bishop,11783,White,2000
6,6,bishop,2411,White,2200
6,6,bishop,211,White,2400
6,6,bishop,14,White,2600
6,6,king,323,Black,800
6,6,king,6216,Black,1000
6,6,king,35637,Black,1200
6,6,king,88556,Black,1400
6,6,king,102604,Black,1600
6,6,king,59896,Black,1800
6,6,king,20521,Black,2000
6,6,king,4758,Black,2200
6,6,king,421,Black,2400
6,6,king,19,Black,2600
6,6,king,60,White,800
6,6,king,1246,White,1000
6,6,king,7397,White,1200
6,6,king,17132,White,1400
6,6,king,19145,White,1600
6,6,king,10662,White,1800
6,6,king,3710,White,2000
6,6,king,811,White,2200
6,6,king,58,White,2400
6,6,king,8,White,2600
6,6,knight,438,Black,800
6,6,knight,9709,Black,1000
6,6,knight,59128,Black,1200
6,6,knight,151984,Black,1400
6,6,knight,164623,Black,1600
6,6,knight,85776,Black,1800
6,6,knight,25509,Black,2000
6,6,knight,5597,Black,2200
6,6,knight,500,Black,2400
6,6,knight,39,Black,2600
6,6,knight,210,White,800
6,6,knight,4061,White,1000
6,6,knight,23950,White,1200
6,6,knight,57989,White,1400
6,6,knight,60480,White,1600
6,6,knight,31271,White,1800
6,6,knight,9521,White,2000
6,6,knight,2018,White,2200
6,6,knight,179,White,2400
6,6,knight,11,White,2600
6,6,pawn,427,Black,800
6,6,pawn,9767,Black,1000
6,6,pawn,61432,Black,1200
6,6,pawn,154283,Black,1400
6,6,pawn,164815,Black,1600
6,6,pawn,86431,Black,1800
6,6,pawn,27269,Black,2000
6,6,pawn,5802,Black,2200
6,6,pawn,478,Black,2400
6,6,pawn,45,Black,2600
6,6,pawn,169,White,800
6,6,pawn,3472,White,1000
6,6,pawn,20528,White,1200
6,6,pawn,53973,White,1400
6,6,pawn,63132,White,1600
6,6,pawn,35323,White,1800
6,6,pawn,11611,White,2000
6,6,pawn,2472,White,2200
6,6,pawn,206,White,2400
6,6,pawn,23,White,2600
6,6,queen,220,Black,800
6,6,queen,5386,Black,1000
6,6,queen,36603,Black,1200
6,6,queen,94852,Black,1400
6,6,queen,100089,Black,1600
6,6,queen,51047,Black,1800
6,6,queen,15787,Black,2000
6,6,queen,3445,Black,2200
6,6,queen,341,Black,2400
6,6,queen,34,Black,2600
6,6,queen,150,White,800
6,6,queen,3207,White,1000
6,6,queen,17648,White,1200
6,6,queen,40004,White,1400
6,6,queen,40456,White,1600
6,6,queen,21058,White,1800
6,6,queen,6658,White,2000
6,6,queen,1495,White,2200
6,6,queen,141,White,2400
6,6,queen,7,White,2600
6,6,rook,98,Black,800
6,6,rook,2146,Black,1000
6,6,rook,15498,Black,1200
6,6,rook,44425,Black,1400
6,6,rook,50930,Black,1600
6,6,rook,26425,Black,1800
6,6,rook,8467,Black,2000
6,6,rook,1851,Black,2200
6,6,rook,175,Black,2400
6,6,rook,22,Black,2600
6,6,rook,90,White,800
6,6,rook,2104,White,1000
6,6,rook,13517,White,1200
6,6,rook,34652,White,1400
6,6,rook,38355,White,1600
6,6,rook,19747,White,1800
6,6,rook,6380,White,2000
6,6,rook,1423,White,2200
6,6,rook,106,White,2400
6,6,rook,8,White,2600
6,7,bishop,55,Black,800
6,7,bishop,1316,Black,1000
6,7,bishop,9686,Black,1200
6,7,bishop,30431,Black,1400
6,7,bishop,39663,Black,1600
6,7,bishop,22856,Black,1800
6,7,bishop,7174,Black,2000
6,7,bishop,1569,Black,2200
6,7,bishop,105,Black,2400
6,7,bishop,9,Black,2600
6,7,bishop,64,White,800
6,7,bishop,1397,White,1000
6,7,bishop,8900,White,1200
6,7,bishop,25217,White,1400
6,7,bishop,29760,White,1600
6,7,bishop,16807,White,1800
6,7,bishop,5150,White,2000
6,7,bishop,1135,White,2200
6,7,bishop,78,White,2400
6,7,bishop,8,White,2600
6,7,king,251,Black,800
6,7,king,5302,Black,1000
6,7,king,31620,Black,1200
6,7,king,76429,Black,1400
6,7,king,85143,Black,1600
6,7,king,46391,Black,1800
6,7,king,15452,Black,2000
6,7,king,3406,Black,2200
6,7,king,269,Black,2400
6,7,king,34,Black,2600
6,7,king,56,White,800
6,7,king,1107,White,1000
6,7,king,6766,White,1200
6,7,king,16226,White,1400
6,7,king,18143,White,1600
6,7,king,10120,White,1800
6,7,king,3450,White,2000
6,7,king,769,White,2200
6,7,king,50,White,2400
6,7,king,5,White,2600
6,7,knight,80,Black,800
6,7,knight,1927,Black,1000
6,7,knight,15216,Black,1200
6,7,knight,47048,Black,1400
6,7,knight,54635,Black,1600
6,7,knight,28558,Black,1800
6,7,knight,8676,Black,2000
6,7,knight,1879,Black,2200
6,7,knight,170,Black,2400
6,7,knight,8,Black,2600
6,7,knight,112,White,800
6,7,knight,2069,White,1000
6,7,knight,11488,White,1200
6,7,knight,28925,White,1400
6,7,knight,31494,White,1600
6,7,knight,16338,White,1800
6,7,knight,4872,White,2000
6,7,knight,966,White,2200
6,7,knight,77,White,2400
6,7,knight,1,White,2600
6,7,pawn,418,Black,800
6,7,pawn,9089,Black,1000
6,7,pawn,57978,Black,1200
6,7,pawn,152235,Black,1400
6,7,pawn,173186,Black,1600
6,7,pawn,93679,Black,1800
6,7,pawn,28699,Black,2000
6,7,pawn,6045,Black,2200
6,7,pawn,444,Black,2400
6,7,pawn,22,Black,2600
6,7,pawn,132,White,800
6,7,pawn,2635,White,1000
6,7,pawn,15828,White,1200
6,7,pawn,44550,White,1400
6,7,pawn,54957,White,1600
6,7,pawn,32356,White,1800
6,7,pawn,10554,White,2000
6,7,pawn,2386,White,2200
6,7,pawn,168,White,2400
6,7,pawn,16,White,2600
6,7,queen,123,Black,800
6,7,queen,2376,Black,1000
6,7,queen,16937,Black,1200
6,7,queen,44713,Black,1400
6,7,queen,48280,Black,1600
6,7,queen,24196,Black,1800
6,7,queen,7118,Black,2000
6,7,queen,1520,Black,2200
6,7,queen,126,Black,2400
6,7,queen,8,Black,2600
6,7,queen,128,White,800
6,7,queen,2291,White,1000
6,7,queen,13625,White,1200
6,7,queen,33773,White,1400
6,7,queen,36766,White,1600
6,7,queen,19333,White,1800
6,7,queen,5893,White,2000
6,7,queen,1233,White,2200
6,7,queen,89,White,2400
6,7,queen,4,White,2600
6,7,rook,85,Black,800
6,7,rook,1522,Black,1000
6,7,rook,9849,Black,1200
6,7,rook,26963,Black,1400
6,7,rook,28523,Black,1600
6,7,rook,14246,Black,1800
6,7,rook,4703,Black,2000
6,7,rook,1101,Black,2200
6,7,rook,109,Black,2400
6,7,rook,9,Black,2600
6,7,rook,77,White,800
6,7,rook,1377,White,1000
6,7,rook,9309,White,1200
6,7,rook,23761,White,1400
6,7,rook,25923,White,1600
6,7,rook,14176,White,1800
6,7,rook,4755,White,2000
6,7,rook,1073,White,2200
6,7,rook,88,White,2400
6,7,rook,6,White,2600
6,8,bishop,123,Black,800
6,8,bishop,2293,Black,1000
6,8,bishop,11709,Black,1200
6,8,bishop,25941,Black,1400
6,8,bishop,27690,Black,1600
6,8,bishop,15703,Black,1800
6,8,bishop,5263,Black,2000
6,8,bishop,1149,Black,2200
6,8,bishop,90,Black,2400
6,8,bishop,6,Black,2600
6,8,bishop,171,White,800
6,8,bishop,3374,White,1000
6,8,bishop,20599,White,1200
6,8,bishop,48527,White,1400
6,8,bishop,49053,White,1600
6,8,bishop,25565,White,1800
6,8,bishop,7839,White,2000
6,8,bishop,1652,White,2200
6,8,bishop,108,White,2400
6,8,bishop,8,White,2600
6,8,king,141,Black,800
6,8,king,2850,Black,1000
6,8,king,17672,Black,1200
6,8,king,42761,Black,1400
6,8,king,46049,Black,1600
6,8,king,25893,Black,1800
6,8,king,8526,Black,2000
6,8,king,1881,Black,2200
6,8,king,149,Black,2400
6,8,king,14,Black,2600
6,8,king,40,White,800
6,8,king,807,White,1000
6,8,king,4517,White,1200
6,8,king,10429,White,1400
6,8,king,10993,White,1600
6,8,king,5988,White,1800
6,8,king,2020,White,2000
6,8,king,415,White,2200
6,8,king,47,White,2400
6,8,king,6,White,2600
6,8,knight,117,Black,800
6,8,knight,2330,Black,1000
6,8,knight,11481,Black,1200
6,8,knight,23140,Black,1400
6,8,knight,21819,Black,1600
6,8,knight,9970,Black,1800
6,8,knight,2758,Black,2000
6,8,knight,628,Black,2200
6,8,knight,42,Black,2400
6,8,knight,5,Black,2600
6,8,knight,44,White,800
6,8,knight,787,White,1000
6,8,knight,4805,White,1200
6,8,knight,12294,White,1400
6,8,knight,12522,White,1600
6,8,knight,6495,White,1800
6,8,knight,1900,White,2000
6,8,knight,435,White,2200
6,8,knight,27,White,2400
6,8,knight,2,White,2600
6,8,pawn,366,Black,800
6,8,pawn,7869,Black,1000
6,8,pawn,51898,Black,1200
6,8,pawn,139377,Black,1400
6,8,pawn,161702,Black,1600
6,8,pawn,87573,Black,1800
6,8,pawn,27234,Black,2000
6,8,pawn,5936,Black,2200
6,8,pawn,508,Black,2400
6,8,pawn,41,Black,2600
6,8,pawn,108,White,800
6,8,pawn,2242,White,1000
6,8,pawn,12734,White,1200
6,8,pawn,31691,White,1400
6,8,pawn,35179,White,1600
6,8,pawn,20009,White,1800
6,8,pawn,6900,White,2000
6,8,pawn,1526,White,2200
6,8,pawn,125,White,2400
6,8,pawn,11,White,2600
6,8,queen,55,Black,800
6,8,queen,1217,Black,1000
6,8,queen,7677,Black,1200
6,8,queen,19438,Black,1400
6,8,queen,20692,Black,1600
6,8,queen,10622,Black,1800
6,8,queen,3311,Black,2000
6,8,queen,687,Black,2200
6,8,queen,56,Black,2400
6,8,queen,4,Black,2600
6,8,queen,140,White,800
6,8,queen,2536,White,1000
6,8,queen,14408,White,1200
6,8,queen,35008,White,1400
6,8,queen,36519,White,1600
6,8,queen,19109,White,1800
6,8,queen,6053,White,2000
6,8,queen,1229,White,2200
6,8,queen,91,White,2400
6,8,queen,4,White,2600
6,8,rook,72,Black,800
6,8,rook,1260,Black,1000
6,8,rook,7270,Black,1200
6,8,rook,18297,Black,1400
6,8,rook,18464,Black,1600
6,8,rook,9116,Black,1800
6,8,rook,2976,Black,2000
6,8,rook,653,Black,2200
6,8,rook,54,Black,2400
6,8,rook,3,Black,2600
6,8,rook,98,White,800
6,8,rook,1749,White,1000
6,8,rook,11015,White,1200
6,8,rook,26108,White,1400
6,8,rook,25882,White,1600
6,8,rook,13315,White,1800
6,8,rook,4188,White,2000
6,8,rook,960,White,2200
6,8,rook,77,White,2400
6,8,rook,7,White,2600
5,1,bishop,61,Black,800
5,1,bishop,1119,Black,1000
5,1,bishop,5485,Black,1200
5,1,bishop,12731,Black,1400
5,1,bishop,13065,Black,1600
5,1,bishop,6559,Black,1800
5,1,bishop,2037,Black,2000
5,1,bishop,455,Black,2200
5,1,bishop,49,Black,2400
5,1,bishop,4,Black,2600
5,1,bishop,70,White,800
5,1,bishop,1269,White,1000
5,1,bishop,6253,White,1200
5,1,bishop,12721,White,1400
5,1,bishop,12172,White,1600
5,1,bishop,6282,White,1800
5,1,bishop,1965,White,2000
5,1,bishop,449,White,2200
5,1,bishop,35,White,2400
5,1,bishop,6,White,2600
5,1,king,48,Black,800
5,1,king,1225,Black,1000
5,1,king,6536,Black,1200
5,1,king,12847,Black,1400
5,1,king,11839,Black,1600
5,1,king,6136,Black,1800
5,1,king,2082,Black,2000
5,1,king,482,Black,2200
5,1,king,51,Black,2400
5,1,king,2,Black,2600
5,1,king,43,White,800
5,1,king,898,White,1000
5,1,king,4657,White,1200
5,1,king,10066,White,1400
5,1,king,9903,White,1600
5,1,king,5227,White,1800
