avgrating,move1,move2,numgames_firstmoves
1800,a2a3,f7f5,2
1800,a2a3,g7g5,1
1800,a2a3,g7g6,25
1800,a2a3,g8f6,37
1800,a2a3,h7h5,2
1800,a2a3,h7h6,2
1800,a2a4,a7a5,8
1800,a2a4,a7a6,4
1800,a2a4,b7b5,5
1800,a2a4,b7b6,10
1800,a2a4,b8c6,3
1800,a2a4,c7c5,49
1800,a2a4,c7c6,18
1800,a2a4,d7d5,93
1800,a2a4,d7d6,17
1800,a2a4,e7e5,83
1800,a2a4,e7e6,65
1800,a2a4,f7f5,3
1800,a2a4,g7g5,2
1800,a2a4,g7g6,33
1800,a2a4,g8f6,50
1800,a2a4,h7h5,2
1800,b1a3,b8a6,1
1800,b1a3,d7d5,2
1800,b1a3,d7d6,4
1800,b1a3,e7e5,6
1800,b1a3,e7e6,2
1800,b1a3,g7g6,3
1800,b1a3,g8f6,5
1800,b1c3,,13
1800,b1c3,a7a5,3
1800,b1c3,a7a6,2
1800,b1c3,b7b5,8
1800,b1c3,b7b6,45
1800,b1c3,b8c6,48
1800,b1c3,c7c5,237
1800,b1c3,c7c6,190
1800,b1c3,d7d5,666
1800,b1c3,d7d6,118
1800,b1c3,e7e5,228
1800,b1c3,e7e6,294
1800,b1c3,f7f5,26
1800,b1c3,f7f6,2
1800,b1c3,g7g5,2
1800,b1c3,g7g6,241
1800,b1c3,g8f6,457
1800,b1c3,h7h5,4
1800,b2b3,,19
1800,b2b3,a7a5,69
1800,b2b3,a7a6,4
1800,b2b3,b7b5,31
1800,b2b3,b7b6,191
1800,b2b3,b8a6,1
1800,b2b3,b8c6,58
1800,b2b3,c7c5,659
1800,b2b3,c7c6,394
1800,b2b3,d7d5,1465
1800,b2b3,d7d6,427
1800,b2b3,e7e5,1052
1800,b2b3,e7e6,867
1800,b2b3,f7f5,50
1800,b2b3,f7f6,94
1800,b2b3,g7g5,3
1800,b2b3,g7g6,398
1800,b2b3,g8f6,984
1800,b2b3,g8h6,5
1800,b2b3,h7h5,10
1800,b2b3,h7h6,6
1800,b2b4,,8
1800,b2b4,a7a5,84
1800,b2b4,a7a6,13
1800,b2b4,b7b5,17
1800,b2b4,b7b6,65
1800,b2b4,b8a6,3
1800,b2b4,b8c6,11
1800,b2b4,c7c5,139
1800,b2b4,c7c6,213
1800,b2b4,d7d5,378
1800,b2b4,d7d6,154
1800,b2b4,e7e5,490
1800,b2b4,e7e6,401
1800,b2b4,f7f5,23
1800,b2b4,f7f6,14
1800,b2b4,g7g5,1
1800,b2b4,g7g6,189
1800,b2b4,g8f6,344
1800,b2b4,g8h6,4
1800,b2b4,h7h5,3
1800,b2b4,h7h6,2
1800,c2c3,,11
1800,c2c3,a7a5,3
1800,c2c3,a7a6,1
1800,c2c3,b7b5,7
1800,c2c3,b7b6,38
1800,c2c3,b8c6,17
1800,c2c3,c7c5,166
1800,c2c3,c7c6,106
1800,c2c3,d7d5,376
1800,c2c3,d7d6,83
1800,c2c3,e7e5,203
1800,c2c3,e7e6,177
1800,c2c3,f7f5,15
1800,c2c3,f7f6,5
1800,c2c3,g7g5,3
1800,c2c3,g7g6,155
1800,c2c3,g8f6,207
1800,c2c3,h7h5,4
1800,c2c3,h7h6,1
1800,c2c4,,53
1800,c2c4,a7a5,20
1800,c2c4,a7a6,13
1800,c2c4,b7b5,84
1800,c2c4,b7b6,337
1800,c2c4,b8a6,4
1800,c2c4,b8c6,109
1800,c2c4,c7c5,1928
1800,c2c4,c7c6,1354
1800,c2c4,d7d5,1025
1800,c2c4,d7d6,729
1800,c2c4,e7e5,2886
1800,c2c4,e7e6,2028
1800,c2c4,f7f5,334
1800,c2c4,f7f6,16
1800,c2c4,g7g5,22
1800,c2c4,g7g6,1255
1800,c2c4,g8f6,3211
1800,c2c4,g8h6,1
1800,c2c4,h7h5,23
1800,c2c4,h7h6,21
1800,d2d3,,13
1800,d2d3,a7a5,8
1800,d2d3,a7a6,10
1800,d2d3,b7b5,19
1800,d2d3,b7b6,70
1800,d2d3,b8a6,4
1800,d2d3,b8c6,49
1800,d2d3,c7c5,516
1800,d2d3,c7c6,330
1800,d2d3,d7d5,1299
1800,d2d3,d7d6,266
1800,d2d3,e7e5,379
1800,d2d3,e7e6,568
1800,d2d3,f7f5,42
1800,d2d3,f7f6,8
1800,d2d3,g7g5,3
1800,d2d3,g7g6,406
1800,d2d3,g8f6,581
1800,d2d3,h7h5,4
1800,d2d3,h7h6,13
1800,d2d4,,394
1800,d2d4,a7a5,171
1800,d2d4,a7a6,98
1800,d2d4,b7b5,297
1800,d2d4,b7b6,1727
1800,d2d4,b8a6,16
1800,d2d4,b8c6,632
1800,d2d4,c7c5,7464
1800,d2d4,c7c6,5795
1800,d2d4,d7d5,29094
1800,d2d4,d7d6,4948
1800,d2d4,e7e5,2847
1800,d2d4,e7e6,11070
1800,d2d4,f7f5,2439
1800,d2d4,f7f6,142
1800,d2d4,g7g5,23
1800,d2d4,g7g6,6309
1800,d2d4,g8f6,28352
1800,d2d4,g8h6,3
1800,d2d4,h7h5,86
1800,d2d4,h7h6,173
1800,e2e3,,26
1800,e2e3,a7a5,21
1800,e2e3,a7a6,23
1800,e2e3,b7b5,9
1800,e2e3,b7b6,212
1800,e2e3,b8a6,2
1800,e2e3,b8c6,60
1800,e2e3,c7c5,1163
1800,e2e3,c7c6,575
1800,e2e3,d7d5,1785
1800,e2e3,d7d6,524
1800,e2e3,e7e5,1308
1800,e2e3,e7e6,1223
1800,e2e3,f7f5,56
1800,e2e3,f7f6,9
1800,e2e3,g7g5,22
1800,e2e3,g7g6,752
1800,e2e3,g8f6,716
1800,e2e3,g8h6,2
1800,e2e3,h7h5,19
1800,e2e3,h7h6,19
1800,e2e4,,738
1800,e2e4,a7a5,170
1800,e2e4,a7a6,307
1800,e2e4,b7b5,75
1800,e2e4,b7b6,3053
1800,e2e4,b8a6,24
1800,e2e4,b8c6,2166
1800,e2e4,c7c5,43175
1800,e2e4,c7c6,16416
1800,e2e4,d7d5,16799
1800,e2e4,d7d6,9732
1800,e2e4,e7e5,38496
1800,e2e4,e7e6,25484
1800,e2e4,f7f5,239
1800,e2e4,f7f6,133
1800,e2e4,g7g5,221
1800,e2e4,g7g6,8021
1800,e2e4,g8f6,5771
1800,e2e4,g8h6,13
1800,e2e4,h7h5,169
1800,e2e4,h7h6,149
1800,f2f3,,4
1800,f2f3,a7a5,3
1800,f2f3,a7a6,1
1800,f2f3,b7b5,12
1800,f2f3,b7b6,14
1800,f2f3,b8c6,7
1800,f2f3,c7c5,77
1800,f2f3,c7c6,50
1800,f2f3,d7d5,138
1800,f2f3,d7d6,42
1800,f2f3,e7e5,95
1800,f2f3,e7e6,88
1800,f2f3,f7f5,7
1800,f2f3,f7f6,4
1800,f2f3,g7g5,3
1800,f2f3,g7g6,65
1800,f2f3,g8f6,46
1800,f2f3,g8h6,1
1800,f2f3,h7h5,3
1800,f2f4,,17
1800,f2f4,a7a5,5
1800,f2f4,a7a6,10
1800,f2f4,b7b5,15
1800,f2f4,b7b6,92
1800,f2f4,b8c6,86
1800,f2f4,c7c5,476
1800,f2f4,c7c6,272
1800,f2f4,d7d5,1390
1800,f2f4,d7d6,290
1800,f2f4,e7e5,700
1800,f2f4,e7e6,468
1800,f2f4,f7f5,85
1800,f2f4,f7f6,7
1800,f2f4,g7g5,12
1800,f2f4,g7g6,281
1800,f2f4,g8f6,314
1800,f2f4,g8h6,3
1800,f2f4,h7h5,8
1800,f2f4,h7h6,8
1800,g1f3,,125
1800,g1f3,a7a5,24
1800,g1f3,a7a6,15
1800,g1f3,b7b5,47
1800,g1f3,b7b6,524
1800,g1f3,b8a6,3
1800,g1f3,b8c6,588
1800,g1f3,c7c5,2310
1800,g1f3,c7c6,1318
1800,g1f3,d7d5,5236
1800,g1f3,d7d6,1363
1800,g1f3,e7e5,474
1800,g1f3,e7e6,2519
1800,g1f3,f7f5,301
1800,g1f3,f7f6,36
1800,g1f3,g7g5,51
1800,g1f3,g7g6,1581
1800,g1f3,g8f6,3634
1800,g1f3,g8h6,2
1800,g1f3,h7h5,42
1800,g1f3,h7h6,39
1800,g1h3,,2
1800,g1h3,b7b6,1
1800,g1h3,b8c6,1
1800,g1h3,c7c5,5
1800,g1h3,c7c6,6
1800,g1h3,d7d5,18
1800,g1h3,d7d6,7
1800,g1h3,e7e5,10
1800,g1h3,e7e6,5
1800,g1h3,f7f6,1
1800,g1h3,g7g6,5
1800,g1h3,g8f6,4
1800,g1h3,g8h6,2
1800,g2g3,,40
1800,g2g3,a7a5,17
1800,g2g3,a7a6,7
1800,g2g3,b7b5,25
1800,g2g3,b7b6,202
1800,g2g3,b8a6,5
1800,g2g3,b8c6,138
1800,g2g3,c7c5,933
1800,g2g3,c7c6,826
1800,g2g3,d7d5,2253
1800,g2g3,d7d6,473
1800,g2g3,e7e5,704
1800,g2g3,e7e6,1146
1800,g2g3,f7f5,79
1800,g2g3,f7f6,8
1800,g2g3,g7g5,29
1800,g2g3,g7g6,975
1800,g2g3,g8f6,875
1800,g2g3,g8h6,3
1800,g2g3,h7h5,164
1800,g2g3,h7h6,37
1800,g2g4,,6
1800,g2g4,a7a5,1
1800,g2g4,a7a6,2
1800,g2g4,b7b5,3
1800,g2g4,b7b6,28
1800,g2g4,b8c6,13
1800,g2g4,c7c5,101
1800,g2g4,c7c6,74
1800,g2g4,d7d5,390
1800,g2g4,d7d6,71
1800,g2g4,e7e5,108
1800,g2g4,e7e6,110
1800,g2g4,f7f5,7
1800,g2g4,f7f6,3
1800,g2g4,g7g5,6
1800,g2g4,g7g6,55
1800,g2g4,g8f6,24
1800,g2g4,h7h5,34
1800,g2g4,h7h6,2
1800,h2h3,a7a6,1
1800,h2h3,b7b6,6
1800,h2h3,b8c6,1
1800,h2h3,c7c5,11
1800,h2h3,c7c6,8
1800,h2h3,d7d5,30
1800,h2h3,d7d6,2
1800,h2h3,e7e5,23
1800,h2h3,e7e6,10
1800,h2h3,g7g5,1
1800,h2h3,g7g6,10
1800,h2h3,g8f6,4
1800,h2h4,a7a5,3
1800,h2h4,a7a6,2
1800,h2h4,b7b5,1
1800,h2h4,b7b6,10
1800,h2h4,b8c6,3
1800,h2h4,c7c5,15
1800,h2h4,c7c6,12
1800,h2h4,d7d5,67
1800,h2h4,d7d6,12
1800,h2h4,e7e5,38
1800,h2h4,e7e6,28
1800,h2h4,g7g5,2
1800,h2h4,g7g6,20
1800,h2h4,g8f6,13
1800,h2h4,h7h5,8
1800,h2h4,h7h6,5
2000,,,442
2000,a2a3,a7a6,2
2000,a2a3,c7c5,2
2000,a2a3,c7c6,4
2000,a2a3,d7d5,18
2000,a2a3,d7d6,3
2000,a2a3,e7e5,10
2000,a2a3,e7e6,2
2000,a2a3,g7g6,3
2000,a2a3,g8f6,6
2000,a2a3,h7h6,1
2000,a2a4,a7a5,1
2000,a2a4,a7a6,2
2000,a2a4,b7b6,1
2000,a2a4,b8c6,2
2000,a2a4,c7c5,11
2000,a2a4,c7c6,4
2000,a2a4,d7d5,29
2000,a2a4,d7d6,11
2000,a2a4,e7e5,15
2000,a2a4,e7e6,16
2000,a2a4,g7g6,4
2000,a2a4,g8f6,27
2000,b1a3,e7e5,3
2000,b1a3,e7e6,1
2000,b1a3,g7g6,1
2000,b1c3,,4
2000,b1c3,a7a5,2
2000,b1c3,a7a6,3
2000,b1c3,b7b5,2
2000,b1c3,b7b6,17
2000,b1c3,b8c6,25
2000,b1c3,c7c5,120
2000,b1c3,c7c6,86
2000,b1c3,d7d5,249
2000,b1c3,d7d6,57
2000,b1c3,e7e5,65
2000,b1c3,e7e6,86
2000,b1c3,f7f5,7
2000,b1c3,f7f6,1
2000,b1c3,g7g6,81
2000,b1c3,g8f6,149
2000,b1c3,h7h6,1
2000,b2b3,,6
2000,b2b3,a7a5,44
2000,b2b3,a7a6,5
2000,b2b3,b7b5,7
2000,b2b3,b7b6,67
2000,b2b3,b8a6,1
2000,b2b3,b8c6,57
2000,b2b3,c7c5,255
2000,b2b3,c7c6,217
2000,b2b3,d7d5,677
2000,b2b3,d7d6,175
2000,b2b3,e7e5,347
2000,b2b3,e7e6,210
2000,b2b3,f7f5,13
2000,b2b3,f7f6,13
2000,b2b3,g7g5,1
2000,b2b3,g7g6,159
2000,b2b3,g8f6,528
2000,b2b3,h7h5,4
2000,b2b3,h7h6,2
2000,b2b4,,1
2000,b2b4,a7a5,21
2000,b2b4,a7a6,2
2000,b2b4,b7b5,2
2000,b2b4,b7b6,15
2000,b2b4,b8a6,1
2000,b2b4,b8c6,4
2000,b2b4,c7c5,13
2000,b2b4,c7c6,33
2000,b2b4,d7d5,78
2000,b2b4,d7d6,25
2000,b2b4,e7e5,120
2000,b2b4,e7e6,45
2000,b2b4,f7f5,1
2000,b2b4,g7g6,16
2000,b2b4,g8f6,68
2000,b2b4,g8h6,2
2000,c2c3,a7a5,3
2000,c2c3,a7a6,5
2000,c2c3,b7b5,1
2000,c2c3,b7b6,8
2000,c2c3,b8c6,26
2000,c2c3,c7c5,67
2000,c2c3,c7c6,73
2000,c2c3,d7d5,175
2000,c2c3,d7d6,46
2000,c2c3,e7e5,87
2000,c2c3,e7e6,44
2000,c2c3,f7f5,5
2000,c2c3,g7g5,2
2000,c2c3,g7g6,93
2000,c2c3,g8f6,107
2000,c2c3,h7h5,2
2000,c2c4,,15
2000,c2c4,a7a5,5
2000,c2c4,a7a6,13
2000,c2c4,b7b5,40
2000,c2c4,b7b6,81
2000,c2c4,b8a6,1
2000,c2c4,b8c6,65
2000,c2c4,c7c5,616
2000,c2c4,c7c6,618
2000,c2c4,d7d5,275
2000,c2c4,d7d6,257
2000,c2c4,e7e5,916
2000,c2c4,e7e6,538
2000,c2c4,f7f5,104
2000,c2c4,f7f6,6
2000,c2c4,g7g5,4
2000,c2c4,g7g6,453
2000,c2c4,g8f6,1181
2000,c2c4,h7h5,3
2000,c2c4,h7h6,1
2000,d2d3,,3
2000,d2d3,a7a5,4
2000,d2d3,a7a6,5
2000,d2d3,b7b5,2
2000,d2d3,b7b6,25
2000,d2d3,b8c6,18
2000,d2d3,c7c5,134
2000,d2d3,c7c6,83
2000,d2d3,d7d5,354
2000,d2d3,d7d6,53
2000,d2d3,e7e5,95
2000,d2d3,e7e6,84
2000,d2d3,f7f5,4
2000,d2d3,f7f6,1
2000,d2d3,g7g6,99
2000,d2d3,g8f6,230
2000,d2d4,,52
2000,d2d4,a7a5,36
2000,d2d4,a7a6,46
2000,d2d4,b7b5,43
2000,d2d4,b7b6,330
2000,d2d4,b8a6,4
2000,d2d4,b8c6,474
2000,d2d4,c7c5,2617
2000,d2d4,c7c6,2022
2000,d2d4,d7d5,7082
2000,d2d4,d7d6,1551
2000,d2d4,e7e5,730
2000,d2d4,e7e6,2692
2000,d2d4,f7f5,558
2000,d2d4,f7f6,37
2000,d2d4,g7g5,10
2000,d2d4,g7g6,1876
2000,d2d4,g8f6,10925
2000,d2d4,g8h6,1
2000,d2d4,h7h5,16
2000,d2d4,h7h6,15
2000,e2e3,,7
2000,e2e3,a7a5,5
2000,e2e3,a7a6,8
2000,e2e3,b7b6,52
2000,e2e3,b8a6,2
2000,e2e3,b8c6,48
2000,e2e3,c7c5,331
2000,e2e3,c7c6,259
2000,e2e3,d7d5,533
2000,e2e3,d7d6,155
2000,e2e3,e7e5,311
2000,e2e3,e7e6,226
2000,e2e3,f7f5,10
2000,e2e3,f7f6,7
2000,e2e3,g7g5,1
2000,e2e3,g7g6,232
2000,e2e3,g8f6,333
2000,e2e3,h7h5,1
2000,e2e3,h7h6,1
2000,e2e4,,139
2000,e2e4,a7a5,47
2000,e2e4,a7a6,116
2000,e2e4,b7b5,12
2000,e2e4,b7b6,535
2000,e2e4,b8a6,3
2000,e2e4,b8c6,865
2000,e2e4,c7c5,13622
2000,e2e4,c7c6,5714
2000,e2e4,d7d5,4220
2000,e2e4,d7d6,2754
2000,e2e4,e7e5,7374
2000,e2e4,e7e6,5926
2000,e2e4,f7f5,31
2000,e2e4,f7f6,36
2000,e2e4,g7g5,26
2000,e2e4,g7g6,2292
2000,e2e4,g8f6,2135
2000,e2e4,g8h6,2
2000,e2e4,h7h5,17
2000,e2e4,h7h6,10
2000,f2f3,,2
2000,f2f3,a7a5,1
2000,f2f3,b7b5,1
2000,f2f3,b7b6,2
2000,f2f3,c7c5,8
2000,f2f3,c7c6,11
2000,f2f3,d7d5,31
2000,f2f3,d7d6,11
2000,f2f3,e7e5,20
2000,f2f3,e7e6,13
2000,f2f3,g7g6,13
2000,f2f3,g8f6,15
2000,f2f4,,2
2000,f2f4,a7a5,1
2000,f2f4,a7a6,3
2000,f2f4,b7b6,11
2000,f2f4,b8c6,15
2000,f2f4,c7c5,91
2000,f2f4,c7c6,58
2000,f2f4,d7d5,277
2000,f2f4,d7d6,65
2000,f2f4,e7e5,137
2000,f2f4,e7e6,50
2000,f2f4,f7f5,13
2000,f2f4,f7f6,1
2000,f2f4,g7g5,1
2000,f2f4,g7g6,72
2000,f2f4,g8f6,95
2000,f2f4,g8h6,2
2000,g1f3,,24
2000,g1f3,a7a5,7
2000,g1f3,a7a6,19
2000,g1f3,b7b5,4
2000,g1f3,b7b6,205
2000,g1f3,b8a6,2
2000,g1f3,b8c6,284
2000,g1f3,c7c5,1157
2000,g1f3,c7c6,938
2000,g1f3,d7d5,2231
2000,g1f3,d7d6,674
2000,g1f3,e7e5,205
2000,g1f3,e7e6,846
2000,g1f3,f7f5,102
2000,g1f3,f7f6,10
2000,g1f3,g7g5,45
2000,g1f3,g7g6,896
2000,g1f3,g8f6,2198
2000,g1f3,h7h5,17
2000,g1f3,h7h6,3
2000,g1h3,,1
2000,g1h3,b8c6,1
2000,g1h3,c7c5,3
2000,g1h3,c7c6,1
2000,g1h3,d7d5,4
2000,g1h3,d7d6,3
2000,g1h3,e7e6,1
2000,g1h3,g7g6,1
2000,g1h3,g8f6,2
2000,g1h3,h7h6,1
2000,g2g3,,9
2000,g2g3,a7a5,6
2000,g2g3,a7a6,8
2000,g2g3,b7b5,2
2000,g2g3,b7b6,29
2000,g2g3,b8a6,1
2000,g2g3,b8c6,66
2000,g2g3,c7c5,236
2000,g2g3,c7c6,374
2000,g2g3,d7d5,799
2000,g2g3,d7d6,191
2000,g2g3,e7e5,176
2000,g2g3,e7e6,243
2000,g2g3,f7f5,22
2000,g2g3,f7f6,4
2000,g2g3,g7g5,1
2000,g2g3,g7g6,318
2000,g2g3,g8f6,393
2000,g2g3,h7h5,79
2000,g2g4,,2
2000,g2g4,b8c6,2
2000,g2g4,c7c5,12
2000,g2g4,c7c6,12
2000,g2g4,d7d5,67
2000,g2g4,d7d6,18
2000,g2g4,e7e5,15
2000,g2g4,e7e6,7
2000,g2g4,f7f5,2
2000,g2g4,f7f6,2
2000,g2g4,g7g5,1
2000,g2g4,g7g6,9
2000,g2g4,g8f6,6
2000,g2g4,h7h5,6
2000,h2h3,a7a6,1
2000,h2h3,b7b5,1
2000,h2h3,b7b6,1
2000,h2h3,c7c5,2
2000,h2h3,c7c6,2
2000,h2h3,d7d5,8
2000,h2h3,d7d6,4
2000,h2h3,e7e5,7
2000,h2h3,e7e6,1
2000,h2h3,f7f6,1
2000,h2h3,g7g6,2
2000,h2h3,g8f6,4
2000,h2h3,h7h5,1
2000,h2h4,b7b6,2
2000,h2h4,b8c6,2
2000,h2h4,c7c5,10
2000,h2h4,c7c6,11
2000,h2h4,d7d5,24
2000,h2h4,d7d6,2
2000,h2h4,e7e5,9
2000,h2h4,e7e6,7
2000,h2h4,f7f6,1
2000,h2h4,g7g6,8
2000,h2h4,g8f6,8
2000,h2h4,h7h5,4
2200,,,48
2200,a2a3,d7d5,2
2200,a2a3,e7e6,1
2200,a2a3,f7f6,1
2200,a2a3,g7g6,1
2200,a2a3,g8f6,2
2200,a2a4,a7a5,1
2200,a2a4,b7b6,1
2200,a2a4,c7c5,1
2200,a2a4,c7c6,3
2200,a2a4,d7d5,3
2200,a2a4,e7e5,1
2200,a2a4,e7e6,1
2200,a2a4,f7f6,1
2200,a2a4,g8f6,3
2200,b1c3,b7b6,6
2200,b1c3,b8c6,7
2200,b1c3,c7c5,22
2200,b1c3,c7c6,19
2200,b1c3,d7d5,32
2200,b1c3,d7d6,8
2200,b1c3,e7e5,2
2200,b1c3,e7e6,14
2200,b1c3,f7f5,4
2200,b1c3,g7g5,1
2200,b1c3,g7g6,19
2200,b1c3,g8f6,26
2200,b2b3,,1
2200,b2b3,a7a5,22
2200,b2b3,b7b5,4
2200,b2b3,b7b6,46
2200,b2b3,b8c6,23
2200,b2b3,c7c5,64
2200,b2b3,c7c6,85
2200,b2b3,d7d5,178
2200,b2b3,d7d6,64
2200,b2b3,e7e5,127
2200,b2b3,e7e6,80
2200,b2b3,f7f5,4
2200,b2b3,f7f6,1
2200,b2b3,g7g6,50
2200,b2b3,g8f6,136
2200,b2b3,h7h5,4
2200,b2b4,a7a5,7
2200,b2b4,b7b5,2
2200,b2b4,b7b6,3
2200,b2b4,b8c6,1
2200,b2b4,c7c5,7
2200,b2b4,c7c6,15
2200,b2b4,d7d5,14
2200,b2b4,d7d6,8
2200,b2b4,e7e5,22
2200,b2b4,e7e6,8
2200,b2b4,f7f5,1
2200,b2b4,g7g6,4
2200,b2b4,g8f6,21
2200,c2c3,b7b6,7
2200,c2c3,c7c5,8
2200,c2c3,c7c6,12
2200,c2c3,d7d5,10
2200,c2c3,d7d6,3
2200,c2c3,e7e5,4
2200,c2c3,e7e6,7
2200,c2c3,f7f5,2
2200,c2c3,f7f6,2
2200,c2c3,g7g6,9
2200,c2c3,g8f6,14
2200,c2c4,a7a5,1
2200,c2c4,a7a6,1
2200,c2c4,b7b5,13
2200,c2c4,b7b6,18
2200,c2c4,b8c6,13
2200,c2c4,c7c5,120
2200,c2c4,c7c6,87
2200,c2c4,d7d5,58
2200,c2c4,d7d6,27
2200,c2c4,e7e5,131
2200,c2c4,e7e6,101
2200,c2c4,f7f5,14
2200,c2c4,g7g6,78
2200,c2c4,g8f6,228
2200,c2c4,h7h5,1
2200,d2d3,b7b6,19
2200,d2d3,b8c6,16
2200,d2d3,c7c5,19
2200,d2d3,c7c6,16
2200,d2d3,d7d5,82
2200,d2d3,d7d6,20
2200,d2d3,e7e5,22
2200,d2d3,e7e6,22
2200,d2d3,f7f5,1
2200,d2d3,g7g6,22
2200,d2d3,g8f6,65
2200,d2d3,h7h5,1
2200,d2d4,,8
2200,d2d4,a7a5,5
2200,d2d4,a7a6,2
2200,d2d4,b7b5,13
2200,d2d4,b7b6,80
2200,d2d4,b8a6,2
2200,d2d4,b8c6,243
2200,d2d4,c7c5,725
2200,d2d4,c7c6,426
2200,d2d4,d7d5,1278
2200,d2d4,d7d6,277
2200,d2d4,e7e5,261
2200,d2d4,e7e6,600
2200,d2d4,f7f5,86
2200,d2d4,f7f6,5
2200,d2d4,g7g5,3
2200,d2d4,g7g6,455
2200,d2d4,g8f6,2466
2200,d2d4,h7h5,4
2200,d2d4,h7h6,3
2200,e2e3,,1
2200,e2e3,a7a5,2
2200,e2e3,a7a6,3
2200,e2e3,b7b6,29
2200,e2e3,b8c6,17
2200,e2e3,c7c5,66
2200,e2e3,c7c6,52
2200,e2e3,d7d5,77
2200,e2e3,d7d6,20
2200,e2e3,e7e5,50
2200,e2e3,e7e6,48
2200,e2e3,f7f5,2
2200,e2e3,g7g6,43
2200,e2e3,g8f6,73
2200,e2e4,,13
2200,e2e4,a7a5,4
2200,e2e4,a7a6,17
2200,e2e4,b7b5,2
2200,e2e4,b7b6,107
2200,e2e4,b8a6,1
2200,e2e4,b8c6,220
2200,e2e4,c7c5,2504
2200,e2e4,c7c6,1102
2200,e2e4,d7d5,883
2200,e2e4,d7d6,423
2200,e2e4,e7e5,968
2200,e2e4,e7e6,1217
2200,e2e4,f7f5,5
2200,e2e4,f7f6,13
2200,e2e4,g7g5,10
2200,e2e4,g7g6,542
2200,e2e4,g8f6,637
2200,e2e4,h7h5,7
2200,e2e4,h7h6,1
2200,f2f3,a7a5,1
2200,f2f3,b7b6,2
2200,f2f3,b8c6,3
2200,f2f3,c7c5,2
2200,f2f3,c7c6,4
2200,f2f3,d7d5,16
2200,f2f3,d7d6,3
2200,f2f3,e7e5,6
2200,f2f3,e7e6,4
2200,f2f3,g7g6,3
2200,f2f3,g8f6,6
2200,f2f4,b7b5,2
2200,f2f4,b7b6,1
2200,f2f4,b8c6,5
2200,f2f4,c7c5,11
2200,f2f4,c7c6,3
2200,f2f4,d7d5,25
2200,f2f4,d7d6,8
2200,f2f4,e7e5,24
2200,f2f4,e7e6,3
2200,f2f4,f7f5,2
2200,f2f4,g7g6,10
2200,f2f4,g8f6,14
2200,f2f4,g8h6,2
2200,g1f3,,9
2200,g1f3,a7a5,3
2200,g1f3,a7a6,2
2200,g1f3,b7b5,5
2200,g1f3,b7b6,53
2200,g1f3,b8c6,82
2200,g1f3,c7c5,299
2200,g1f3,c7c6,249
2200,g1f3,d7d5,563
2200,g1f3,d7d6,193
2200,g1f3,e7e5,57
2200,g1f3,e7e6,209
2200,g1f3,f7f5,36
2200,g1f3,f7f6,1
2200,g1f3,g7g5,52
2200,g1f3,g7g6,233
2200,g1f3,g8f6,603
2200,g1f3,h7h5,5
2200,g1f3,h7h6,1
2200,g1h3,d7d5,3
2200,g1h3,g7g6,1
2200,g2g3,,1
2200,g2g3,b7b5,3
2200,g2g3,b7b6,11
2200,g2g3,b8c6,18
2200,g2g3,c7c5,61
2200,g2g3,c7c6,53
2200,g2g3,d7d5,167
2200,g2g3,d7d6,38
2200,g2g3,e7e5,29
2200,g2g3,e7e6,43
2200,g2g3,f7f5,3
2200,g2g3,f7f6,3
2200,g2g3,g7g6,83
2200,g2g3,g8f6,74
2200,g2g3,h7h5,28
2200,g2g4,,2
2200,g2g4,b7b6,1
2200,g2g4,b8c6,2
2200,g2g4,c7c5,1
2200,g2g4,c7c6,4
2200,g2g4,d7d5,8
2200,g2g4,d7d6,3
2200,g2g4,e7e5,3
2200,g2g4,e7e6,3
2200,g2g4,g8f6,2
2200,g2g4,h7h5,1
2200,h2h3,c7c5,2
2200,h2h3,e7e5,2
2200,h2h3,f7f5,1
2200,h2h3,g7g6,1
2200,h2h3,g8f6,1
2200,h2h4,b8c6,1
2200,h2h4,c7c5,3
2200,h2h4,c7c6,1
2200,h2h4,d7d5,10
2200,h2h4,d7d6,4
2200,h2h4,e7e5,5
2200,h2h4,e7e6,2
2200,h2h4,g7g6,3
2200,h2h4,g8f6,4
2200,h2h4,h7h6,3
2400,,,4
2400,a2a3,e7e5,1
2400,a2a4,d7d5,1
2400,a2a4,g8f6,1
2400,b1a3,e7e5,1
2400,b1c3,b8c6,1
2400,b1c3,d7d5,1
2400,b1c3,g7g6,2
2400,b1c3,g8f6,2
2400,b2b3,a7a5,1
2400,b2b3,b7b5,5
2400,b2b3,b7b6,5
2400,b2b3,b8c6,5
2400,b2b3,c7c5,4
2400,b2b3,c7c6,3
2400,b2b3,d7d5,3
2400,b2b3,d7d6,12
2400,b2b3,e7e5,8
2400,b2b3,e7e6,3
2400,b2b3,g7g6,2
2400,b2b3,g8f6,6
2400,b2b4,a7a5,2
2400,b2b4,b7b6,2
2400,b2b4,c7c5,2
2400,b2b4,c7c6,5
2400,b2b4,d7d5,1
2400,b2b4,d7d6,1
2400,b2b4,e7e5,4
2400,b2b4,e7e6,7
2400,b2b4,g7g6,13
2400,b2b4,g8f6,13
2400,c2c3,b7b6,3
2400,c2c3,g8f6,1
2400,c2c4,a7a5,1
2400,c2c4,b8c6,1
2400,c2c4,c7c5,11
2400,c2c4,c7c6,11
2400,c2c4,d7d6,4
2400,c2c4,e7e5,1
2400,c2c4,e7e6,3
2400,c2c4,g7g6,21
