avgrating,move1,move2,move3,move4,numgames
1000,b1c3,e7e5,e2e4,g8f6,52
1000,b1c3,e7e5,f2f3,f8c5,1
1000,b1c3,e7e5,f2f4,d7d5,1
1000,b1c3,e7e5,g1f3,b8c6,42
1000,b1c3,e7e5,g1f3,c7c5,1
1000,b1c3,e7e5,g1f3,d7d5,2
1000,b1c3,e7e5,g1f3,d7d6,10
1000,b1c3,e7e5,g1f3,d8f6,3
1000,b1c3,e7e5,g1f3,e5e4,1
1000,b1c3,e7e5,g1f3,f7f5,2
1000,b1c3,e7e5,g1f3,f7f6,1
1000,b1c3,e7e5,g1f3,f8c5,2
1000,b1c3,e7e5,g1f3,f8d6,1
1000,b1c3,e7e5,g1f3,g8f6,2
1000,b1c3,e7e5,g1h3,g8f6,1
1000,b1c3,e7e5,g2g3,b7b6,1
1000,b1c3,e7e5,h2h4,b8c6,1
1000,b1c3,e7e6,a2a3,g8f6,1
1000,b1c3,e7e6,b2b4,d7d5,1
1000,b1c3,e7e6,d2d3,d7d5,1
1000,b1c3,e7e6,d2d3,f8e7,1
1000,b1c3,e7e6,d2d4,a7a6,1
1000,b1c3,e7e6,d2d4,b7b6,2
1000,b1c3,e7e6,d2d4,b8c6,1
1000,b1c3,e7e6,d2d4,c7c5,1
1000,b1c3,e7e6,d2d4,c7c6,1
1000,b1c3,e7e6,d2d4,d7d5,5
1000,b1c3,e7e6,d2d4,d8f6,1
1000,b1c3,e7e6,d2d4,d8h4,1
1000,b1c3,e7e6,d2d4,f8b4,5
1000,b1c3,e7e6,d2d4,f8e7,1
1000,b1c3,e7e6,d2d4,g8e7,1
1000,b1c3,e7e6,d2d4,g8f6,1
1000,b1c3,e7e6,d2d4,h7h6,1
1000,b1c3,e7e6,e2e3,d7d5,1
1000,b1c3,e7e6,e2e3,d7d6,2
1000,b1c3,e7e6,e2e4,d7d5,3
1000,b1c3,e7e6,e2e4,d8h4,1
1000,b1c3,e7e6,e2e4,e6e5,1
1000,b1c3,e7e6,e2e4,f8b4,1
1000,b1c3,e7e6,e2e4,g7g6,1
1000,b1c3,e7e6,e2e4,g8f6,1
1000,b1c3,e7e6,g1f3,c7c6,1
1000,b1c3,e7e6,g1f3,d7d5,3
1000,b1c3,e7e6,g1f3,d8e7,1
1000,b1c3,e7e6,g1f3,d8f6,1
1000,b1c3,e7e6,g1f3,f7f5,1
1000,b1c3,e7e6,g1f3,f8b4,2
1000,b1c3,e7e6,g1f3,g7g6,2
1000,b1c3,e7e6,g1f3,g8f6,1
1000,b1c3,f7f5,d2d4,d7d5,1
1000,b1c3,f7f5,d2d4,g8f6,2
1000,b1c3,f7f5,e2e4,f5e4,1
1000,b1c3,f7f5,f2f3,g8f6,1
1000,b1c3,f7f5,g1f3,e7e6,2
1000,b1c3,f7f6,,,1
1000,b1c3,g7g5,d2d4,g8f6,1
1000,b1c3,g7g5,e2e3,f8g7,1
1000,b1c3,g7g6,a2a3,f8g7,1
1000,b1c3,g7g6,b2b3,e7e5,1
1000,b1c3,g7g6,b2b3,f8g7,1
1000,b1c3,g7g6,d2d4,d7d5,1
1000,b1c3,g7g6,d2d4,f8g7,4
1000,b1c3,g7g6,d2d4,f8h6,1
1000,b1c3,g7g6,e2e3,f8g7,1
1000,b1c3,g7g6,e2e4,c7c6,1
1000,b1c3,g7g6,e2e4,f8g7,4
1000,b1c3,g7g6,f2f4,f8g7,1
1000,b1c3,g7g6,g1f3,f8g7,6
1000,b1c3,g7g6,g1f3,g8f6,1
1000,b1c3,g7g6,g2g3,f8g7,1
1000,b1c3,g8f6,a2a3,e7e6,1
1000,b1c3,g8f6,a2a4,b8c6,1
1000,b1c3,g8f6,b2b3,d7d5,1
1000,b1c3,g8f6,b2b4,d7d5,1
1000,b1c3,g8f6,c3b5,c7c6,1
1000,b1c3,g8f6,c3d5,f6d5,1
1000,b1c3,g8f6,c3e4,b8c6,1
1000,b1c3,g8f6,d2d3,e7e5,1
1000,b1c3,g8f6,d2d4,d7d5,7
1000,b1c3,g8f6,d2d4,e7e6,2
1000,b1c3,g8f6,e2e4,b8c6,1
1000,b1c3,g8f6,e2e4,e7e5,8
1000,b1c3,g8f6,e2e4,e7e6,1
1000,b1c3,g8f6,f2f3,c7c6,1
1000,b1c3,g8f6,g1f3,b8c6,3
1000,b1c3,g8f6,g1f3,d7d5,6
1000,b1c3,g8f6,g1f3,d7d6,1
1000,b1c3,g8f6,g1f3,e7e6,3
1000,b1c3,g8f6,g1f3,g7g6,2
1000,b1c3,h7h6,d2d4,g7g6,1
1000,b2b3,,,,1
1000,b2b3,a7a5,c1a3,b7b6,1
1000,b2b3,a7a5,c1a3,d7d6,1
1000,b2b3,a7a5,c1b2,b7b6,1
1000,b2b3,a7a6,c1b2,c7c6,1
1000,b2b3,b7b5,c1b2,b5b4,1
1000,b2b3,b7b5,c1b2,c7c5,1
1000,b2b3,b7b5,c1b2,c7c6,1
1000,b2b3,b7b6,,,1
1000,b2b3,b7b6,b1c3,g7g6,1
1000,b2b3,b7b6,c1b2,a7a5,1
1000,b2b3,b7b6,c1b2,c7c5,2
1000,b2b3,b7b6,c1b2,c8b7,6
1000,b2b3,b7b6,c1b2,d7d6,1
1000,b2b3,b7b6,c1b2,f7f6,1
1000,b2b3,b7b6,c2c4,c7c5,1
1000,b2b3,b7b6,d2d3,c8b7,1
1000,b2b3,b7b6,d2d3,d7d6,1
1000,b2b3,b7b6,e2e4,c8b7,1
1000,b2b3,b7b6,e2e4,e7e6,1
1000,b2b3,b8a6,c1b2,g8h6,1
1000,b2b3,b8c6,c1b2,b7b5,1
1000,b2b3,b8c6,c1b2,c6d4,1
1000,b2b3,b8c6,c1b2,e7e5,2
1000,b2b3,b8c6,c1b2,e7e6,1
1000,b2b3,b8c6,c1b2,f7f6,1
1000,b2b3,b8c6,c1b2,g8f6,3
1000,b2b3,b8c6,c2c4,c6d4,1
1000,b2b3,b8c6,c2c4,c6e5,1
1000,b2b3,c7c5,c1a3,d7d6,2
1000,b2b3,c7c5,c1b2,d7d5,2
1000,b2b3,c7c5,c1b2,d7d6,1
1000,b2b3,c7c5,c1b2,d8c7,1
1000,b2b3,c7c5,c1b2,e7e6,3
1000,b2b3,c7c5,c1b2,g8f6,2
1000,b2b3,c7c5,c2c4,g7g6,1
1000,b2b3,c7c5,e2e3,b8c6,1
1000,b2b3,c7c5,g1f3,b8c6,1
1000,b2b3,c7c5,g1f3,d7d5,1
1000,b2b3,c7c6,c1a3,e7e6,1
1000,b2b3,c7c6,c1b2,d7d5,3
1000,b2b3,c7c6,c1b2,d7d6,3
1000,b2b3,c7c6,c1b2,g7g6,1
1000,b2b3,c7c6,c1b2,g8f6,1
1000,b2b3,c7c6,c2c3,d7d6,1
1000,b2b3,c7c6,e2e4,d7d5,1
1000,b2b3,d7d5,,,1
1000,b2b3,d7d5,a2a4,e7e6,2
1000,b2b3,d7d5,b1c3,b8c6,1
1000,b2b3,d7d5,b1c3,d5d4,1
1000,b2b3,d7d5,b1c3,g7g6,1
1000,b2b3,d7d5,b1c3,g8f6,1
1000,b2b3,d7d5,c1a3,b8c6,1
1000,b2b3,d7d5,c1a3,e7e6,1
1000,b2b3,d7d5,c1b2,b7b6,1
1000,b2b3,d7d5,c1b2,b8c6,14
1000,b2b3,d7d5,c1b2,c7c5,3
1000,b2b3,d7d5,c1b2,c7c6,1
1000,b2b3,d7d5,c1b2,c8f5,4
1000,b2b3,d7d5,c1b2,c8g4,2
1000,b2b3,d7d5,c1b2,d5d4,9
1000,b2b3,d7d5,c1b2,d8d6,1
1000,b2b3,d7d5,c1b2,e7e5,3
1000,b2b3,d7d5,c1b2,e7e6,17
1000,b2b3,d7d5,c1b2,f7f6,7
1000,b2b3,d7d5,c1b2,g7g6,2
1000,b2b3,d7d5,c1b2,g8f6,6
1000,b2b3,d7d5,c2c4,c7c6,1
1000,b2b3,d7d5,c2c4,d5d4,1
1000,b2b3,d7d5,d2d3,g7g6,1
1000,b2b3,d7d5,d2d4,b8c6,1
1000,b2b3,d7d5,d2d4,e7e6,2
1000,b2b3,d7d5,d2d4,g8f6,2
1000,b2b3,d7d5,e2e3,e7e5,1
1000,b2b3,d7d5,e2e3,g8f6,1
1000,b2b3,d7d5,g1f3,b8c6,1
1000,b2b3,d7d5,g1f3,c7c5,1
1000,b2b3,d7d5,g2g3,b7b6,1
1000,b2b3,d7d5,g2g3,b8c6,1
1000,b2b3,d7d5,g2g3,d5d4,1
1000,b2b3,d7d5,h2h4,g8f6,1
1000,b2b3,d7d6,c1a3,c7c5,1
1000,b2b3,d7d6,c1b2,b8c6,1
1000,b2b3,d7d6,c1b2,c7c5,1
1000,b2b3,d7d6,c1b2,e7e5,3
1000,b2b3,d7d6,c1b2,e7e6,1
1000,b2b3,d7d6,c1b2,g8f6,1
1000,b2b3,d7d6,e2e3,d8d7,1
1000,b2b3,e7e5,,,1
1000,b2b3,e7e5,a2a4,b8c6,1
1000,b2b3,e7e5,b1c3,b8c6,2
1000,b2b3,e7e5,b1c3,d7d5,3
1000,b2b3,e7e5,b1c3,g8f6,1
1000,b2b3,e7e5,c1a3,d7d6,1
1000,b2b3,e7e5,c1a3,f8a3,2
1000,b2b3,e7e5,c1b2,b8c6,55
1000,b2b3,e7e5,c1b2,d7d5,4
1000,b2b3,e7e5,c1b2,d7d6,30
1000,b2b3,e7e5,c1b2,d8e7,1
1000,b2b3,e7e5,c1b2,d8f6,6
1000,b2b3,e7e5,c1b2,d8h4,1
1000,b2b3,e7e5,c1b2,e5e4,4
1000,b2b3,e7e5,c1b2,f7f5,1
1000,b2b3,e7e5,c1b2,f7f6,11
1000,b2b3,e7e5,c1b2,f8c5,14
1000,b2b3,e7e5,c1b2,f8d6,3
1000,b2b3,e7e5,c1b2,g7g5,1
1000,b2b3,e7e5,c1b2,g8f6,4
1000,b2b3,e7e5,c2c3,d7d5,1
1000,b2b3,e7e5,c2c4,d7d5,5
1000,b2b3,e7e5,c2c4,d7d6,1
1000,b2b3,e7e5,c2c4,d8f6,1
1000,b2b3,e7e5,c2c4,g8f6,1
1000,b2b3,e7e5,d2d3,d8f6,1
1000,b2b3,e7e5,d2d3,f7f5,1
1000,b2b3,e7e5,e2e3,b8c6,1
1000,b2b3,e7e5,e2e3,c7c6,1
1000,b2b3,e7e5,e2e3,d7d5,1
1000,b2b3,e7e5,e2e3,d7d6,1
1000,b2b3,e7e5,e2e3,f8b4,1
1000,b2b3,e7e5,e2e4,d7d6,1
1000,b2b3,e7e5,e2e4,d8g5,1
1000,b2b3,e7e5,e2e4,f7f5,1
1000,b2b3,e7e5,e2e4,f8c5,2
1000,b2b3,e7e5,e2e4,g8f6,4
1000,b2b3,e7e5,f2f3,d8f6,1
1000,b2b3,e7e5,f2f3,f7f5,1
1000,b2b3,e7e5,g1f3,b8c6,2
1000,b2b3,e7e5,g1f3,d7d6,1
1000,b2b3,e7e5,g2g3,d7d5,3
1000,b2b3,e7e5,g2g3,d7d6,1
1000,b2b3,e7e5,g2g3,f7f5,1
1000,b2b3,e7e5,g2g3,f8c5,1
1000,b2b3,e7e5,g2g3,g8f6,2
1000,b2b3,e7e5,g2g4,h7h6,1
1000,b2b3,e7e6,a2a4,d8f6,1
1000,b2b3,e7e6,a2a4,f8c5,1
1000,b2b3,e7e6,b3b4,d7d5,1
1000,b2b3,e7e6,c1a3,d7d6,1
1000,b2b3,e7e6,c1b2,b7b6,2
1000,b2b3,e7e6,c1b2,b8c6,1
1000,b2b3,e7e6,c1b2,c7c6,1
1000,b2b3,e7e6,c1b2,d7d5,6
1000,b2b3,e7e6,c1b2,d7d6,1
1000,b2b3,e7e6,c1b2,d8h4,1
1000,b2b3,e7e6,c1b2,f7f5,1
1000,b2b3,e7e6,c1b2,f7f6,4
1000,b2b3,e7e6,c1b2,f8c5,1
1000,b2b3,e7e6,c1b2,f8d6,1
1000,b2b3,e7e6,c1b2,g8e7,1
1000,b2b3,e7e6,c1b2,g8f6,2
1000,b2b3,e7e6,c1b2,g8h6,1
1000,b2b3,e7e6,c2c3,d7d5,1
1000,b2b3,e7e6,c2c4,d7d5,2
1000,b2b3,e7e6,d2d3,d7d5,1
1000,b2b3,e7e6,d2d3,d8f6,1
1000,b2b3,e7e6,e2e3,d8f6,1
1000,b2b3,e7e6,e2e3,g8f6,1
1000,b2b3,e7e6,g2g3,d8g5,1
1000,b2b3,f7f5,c1b2,g8f6,2
1000,b2b3,f7f5,c2c3,g7g6,1
1000,b2b3,f7f5,d2d3,g7g6,1
1000,b2b3,f7f6,c1b2,c7c6,1
1000,b2b3,f7f6,c1b2,e7e5,2
1000,b2b3,g7g6,c1b2,c7c6,1
1000,b2b3,g7g6,c1b2,e7e5,1
1000,b2b3,g7g6,c1b2,f7f6,2
1000,b2b3,g7g6,c1b2,f8g7,3
1000,b2b3,g7g6,c1b2,g8f6,4
1000,b2b3,g7g6,c2c4,f7f5,1
1000,b2b3,g7g6,d2d3,f8g7,1
1000,b2b3,g7g6,g2g3,f8g7,1
1000,b2b3,g8f6,c1b2,b7b6,1
1000,b2b3,g8f6,c1b2,b8c6,1
1000,b2b3,g8f6,c1b2,d7d6,2
1000,b2b3,g8f6,c1b2,e7e5,1
1000,b2b3,g8f6,c1b2,e7e6,2
1000,b2b3,g8f6,c1b2,g7g6,2
1000,b2b3,g8f6,d2d4,g7g6,1
1000,b2b3,g8h6,c1b2,h8g8,1
1000,b2b3,h7h5,c1b2,g7g6,1
1000,b2b3,h7h5,c1b2,g8h6,1
1000,b2b3,h7h5,c1b2,h5h4,1
1000,b2b3,h7h5,c1b2,h8h6,1
1000,b2b3,h7h6,c2c4,e7e6,1
1000,b2b3,h7h6,e2e3,c7c6,1
1000,b2b4,a7a5,b4a5,a8a5,1
1000,b2b4,a7a5,b4b5,e7e6,1
1000,b2b4,a7a5,c1b2,a5b4,1
1000,b2b4,a7a6,c1b2,b8c6,1
1000,b2b4,a7a6,c2c4,a6a5,1
1000,b2b4,b7b5,a2a4,b5a4,1
1000,b2b4,b7b5,b1c3,a7a6,1
1000,b2b4,b7b5,b1c3,b8c6,1
1000,b2b4,b7b5,c1b2,f7f6,1
1000,b2b4,b7b5,e2e4,e7e5,1
1000,b2b4,b7b6,b4b5,a7a6,1
1000,b2b4,b7b6,c1a3,c7c5,1
1000,b2b4,b7b6,c2c3,e7e5,1
1000,b2b4,b7b6,c2c4,c8b7,1
1000,b2b4,b7b6,d2d4,c8a6,1
1000,b2b4,b7b6,e2e3,b8c6,1
1000,b2b4,b7b6,g1h3,c7c5,1
1000,b2b4,b8a6,c2c3,c7c5,1
1000,b2b4,b8c6,a2a3,e7e5,1
1000,b2b4,b8c6,a2a3,g7g5,1
1000,b2b4,b8c6,a2a3,g8f6,1
1000,b2b4,b8c6,b4b5,c6e5,1
1000,b2b4,b8c6,c1a3,e7e5,1
1000,b2b4,b8c6,c1a3,g8f6,1
1000,b2b4,c7c6,c1a3,d8b6,1
1000,b2b4,c7c6,c1b2,d7d5,1
1000,b2b4,c7c6,c1b2,d8b6,1
1000,b2b4,c7c6,c2c4,d7d5,2
1000,b2b4,d7d5,,,1
1000,b2b4,d7d5,a2a3,b8c6,1
1000,b2b4,d7d5,b1c3,c7c6,1
1000,b2b4,d7d5,b1c3,g7g6,1
1000,b2b4,d7d5,b4b5,e7e5,1
1000,b2b4,d7d5,b4b5,g7g6,1
1000,b2b4,d7d5,c1a3,g7g6,1
1000,b2b4,d7d5,c1b2,b8c6,1
1000,b2b4,d7d5,c1b2,c8f5,1
1000,b2b4,d7d5,c1b2,d8d6,2
1000,b2b4,d7d5,c1b2,e7e6,2
1000,b2b4,d7d5,c1b2,f7f6,2
1000,b2b4,d7d5,c1b2,g8f6,1
1000,b2b4,d7d5,c2c3,c7c6,1
1000,b2b4,d7d5,c2c3,e7e5,2
1000,b2b4,d7d5,c2c3,g8f6,1
1000,b2b4,d7d5,d2d4,b8c6,7
1000,b2b4,d7d5,d2d4,c7c5,1
1000,b2b4,d7d5,d2d4,e7e5,1
1000,b2b4,d7d5,d2d4,e7e6,5
1000,b2b4,d7d5,d2d4,f7f5,1
1000,b2b4,d7d5,d2d4,f7f6,1
1000,b2b4,d7d5,d2d4,g8f6,3
1000,b2b4,d7d5,e2e3,c8f5,1
1000,b2b4,d7d5,e2e3,d8d7,1
1000,b2b4,d7d5,e2e4,d5e4,1
1000,b2b4,d7d5,g1f3,e7e6,1
1000,b2b4,d7d6,c1b2,c7c5,1
1000,b2b4,d7d6,c1b2,e7e5,1
1000,b2b4,d7d6,d2d4,g8f6,1
1000,b2b4,e7e5,,,2
1000,b2b4,e7e5,a2a3,b8c6,1
1000,b2b4,e7e5,a2a3,c7c5,3
1000,b2b4,e7e5,a2a3,d7d5,1
1000,b2b4,e7e5,a2a3,d7d6,1
1000,b2b4,e7e5,a2a3,g8f6,1
1000,b2b4,e7e5,a2a3,g8h6,1
1000,b2b4,e7e5,a2a4,d8f6,1
1000,b2b4,e7e5,b1c3,b8c6,2
1000,b2b4,e7e5,b1c3,d7d5,1
1000,b2b4,e7e5,b1c3,d7d6,1
1000,b2b4,e7e5,b1c3,f8b4,1
1000,b2b4,e7e5,b1c3,g8f6,1
1000,b2b4,e7e5,b4b5,f8c5,1
1000,b2b4,e7e5,b4b5,g8f6,1
1000,b2b4,e7e5,c1a3,d7d5,2
1000,b2b4,e7e5,c1a3,d7d6,1
1000,b2b4,e7e5,c1a3,d8f6,2
1000,b2b4,e7e5,c1a3,d8h4,1
1000,b2b4,e7e5,c1a3,g8f6,1
1000,b2b4,e7e5,c1b2,b8c6,1
1000,b2b4,e7e5,c1b2,d7d5,1
1000,b2b4,e7e5,c1b2,d7d6,4
1000,b2b4,e7e5,c1b2,e5e4,1
1000,b2b4,e7e5,c1b2,f7f6,2
1000,b2b4,e7e5,c1b2,f8b4,11
1000,b2b4,e7e5,c1b2,f8c5,1
1000,b2b4,e7e5,c2c3,,1
1000,b2b4,e7e5,c2c3,b7b6,1
1000,b2b4,e7e5,c2c3,b8c6,1
1000,b2b4,e7e5,c2c3,d7d5,1
1000,b2b4,e7e5,c2c3,e5e4,1
1000,b2b4,e7e5,c2c3,f8d6,1
1000,b2b4,e7e5,c2c3,g7g6,1
1000,b2b4,e7e5,c2c3,g8f6,1
1000,b2b4,e7e5,c2c4,f8b4,1
1000,b2b4,e7e5,d2d4,e5e4,1
1000,b2b4,e7e5,d2d4,f8b4,1
1000,b2b4,e7e5,e2e3,a7a5,1
1000,b2b4,e7e5,e2e4,b7b5,2
1000,b2b4,e7e5,e2e4,b8c6,4
1000,b2b4,e7e5,e2e4,d7d5,2
1000,b2b4,e7e5,e2e4,d7d6,3
1000,b2b4,e7e5,e2e4,d8f6,2
1000,b2b4,e7e5,e2e4,f8b4,7
1000,b2b4,e7e5,e2e4,g8f6,8
1000,b2b4,e7e5,g1f3,b8c6,1
1000,b2b4,e7e5,g1f3,e5e4,1
1000,b2b4,e7e5,g2g4,d7d5,1
1000,b2b4,e7e6,a2a3,d7d5,2
1000,b2b4,e7e6,b1c3,f8b4,1
1000,b2b4,e7e6,c1a3,b8c6,1
1000,b2b4,e7e6,c1a3,g8f6,1
1000,b2b4,e7e6,c1b2,d8h4,1
1000,b2b4,e7e6,c1b2,g8f6,1
1000,b2b4,e7e6,e2e3,d8f6,1
1000,b2b4,e7e6,e2e4,d7d6,1
1000,b2b4,e7e6,e2e4,f8b4,1
1000,b2b4,f7f5,c1b2,d7d6,1
1000,b2b4,g7g6,b1c3,f8g7,1
1000,b2b4,g7g6,b4b5,f8g7,1
1000,b2b4,g7g6,c1b2,f7f6,1
1000,b2b4,g7g6,c1b2,f8g7,1
1000,b2b4,g7g6,c1b2,g8f6,2
1000,b2b4,g7g6,c2c3,f8g7,1
1000,b2b4,g7g6,c2c4,f8g7,1
1000,b2b4,g7g6,e2e4,f8g7,1
1000,b2b4,g7g6,g2g3,f8g7,1
1000,b2b4,g7g6,g2g4,f8g7,3
1000,b2b4,g8f6,,,1
1000,b2b4,g8f6,b1c3,g7g6,1
1000,b2b4,g8f6,c1b2,b8c6,1
1000,b2b4,g8f6,c1b2,f6e4,1
1000,b2b4,g8f6,c2c4,b8c6,1
1000,b2b4,g8f6,c2c4,e7e6,1
1000,b2b4,g8f6,d2d4,b8c6,1
1000,b2b4,g8f6,e2e3,g7g6,1
1000,b2b4,g8f6,f2f3,e7e5,1
1000,b2b4,g8f6,g1f3,g7g6,1
1000,c2c3,,,,1
1000,c2c3,a7a6,d2d4,d7d5,1
1000,c2c3,a7a6,e2e3,a8a7,1
1000,c2c3,b7b5,d2d4,d7d5,1
1000,c2c3,b7b6,b2b4,e7e6,1
1000,c2c3,b7b6,d2d4,c8b7,2
1000,c2c3,b7b6,d2d4,g7g6,1
1000,c2c3,b7b6,e2e3,b8c6,1
1000,c2c3,b7b6,g1f3,c8b7,2
1000,c2c3,b8c6,b1a3,e7e5,1
1000,c2c3,b8c6,d1b3,g8f6,1
1000,c2c3,b8c6,d2d4,d7d5,1
1000,c2c3,b8c6,d2d4,g7g5,1
1000,c2c3,b8c6,d2d4,g8f6,1
1000,c2c3,b8c6,e2e4,e7e5,1
1000,c2c3,b8c6,g1f3,b7b6,1
1000,c2c3,b8c6,g1f3,g8f6,1
1000,c2c3,b8c6,g2g3,d7d6,1
1000,c2c3,b8c6,g2g3,e7e6,1
1000,c2c3,c7c5,c3c4,b8c6,1
1000,c2c3,c7c5,d1a4,b8c6,1
1000,c2c3,c7c5,d2d4,b7b6,2
1000,c2c3,c7c5,d2d4,c5d4,1
1000,c2c3,c7c5,e2e3,b8c6,1
1000,c2c3,c7c5,f2f4,d7d6,1
1000,c2c3,c7c5,g2g3,d7d5,2
1000,c2c3,c7c6,d1a4,d8c7,1
1000,c2c3,c7c6,d2d3,d7d6,3
1000,c2c3,c7c6,d2d4,d7d5,1
1000,c2c3,c7c6,d2d4,d7d6,1
1000,c2c3,d7d5,,,1
1000,c2c3,d7d5,b2b4,b8c6,1
1000,c2c3,d7d5,b2b4,c7c6,1
1000,c2c3,d7d5,b2b4,c8f5,1
1000,c2c3,d7d5,b2b4,e7e5,1
1000,c2c3,d7d5,b2b4,e7e6,1
1000,c2c3,d7d5,c3c4,d5c4,1
1000,c2c3,d7d5,d1a4,c7c6,2
1000,c2c3,d7d5,d1a4,c8d7,2
1000,c2c3,d7d5,d1a4,d8d7,1
1000,c2c3,d7d5,d2d3,b8c6,1
1000,c2c3,d7d5,d2d3,e7e5,3
1000,c2c3,d7d5,d2d3,e7e6,2
1000,c2c3,d7d5,d2d4,b8c6,4
1000,c2c3,d7d5,d2d4,c7c5,2
1000,c2c3,d7d5,d2d4,c7c6,6
1000,c2c3,d7d5,d2d4,c8f5,1
1000,c2c3,d7d5,d2d4,e7e5,1
1000,c2c3,d7d5,d2d4,e7e6,5
1000,c2c3,d7d5,d2d4,f7f5,1
1000,c2c3,d7d5,d2d4,g8f6,9
1000,c2c3,d7d5,d2d4,h7h6,2
1000,c2c3,d7d5,e2e3,b8c6,1
1000,c2c3,d7d5,e2e3,e7e5,1
1000,c2c3,d7d5,e2e4,c7c6,1
1000,c2c3,d7d5,f2f3,e7e5,1
1000,c2c3,d7d5,g2g3,d5d4,1
1000,c2c3,d7d6,d1b3,e7e5,1
1000,c2c3,d7d6,d2d4,c8f5,1
1000,c2c3,d7d6,g2g3,b8c6,1
1000,c2c3,e7e5,,,1
1000,c2c3,e7e5,a2a3,b8c6,1
1000,c2c3,e7e5,a2a4,b8c6,1
1000,c2c3,e7e5,a2a4,d8f6,1
1000,c2c3,e7e5,b1a3,b8c6,1
1000,c2c3,e7e5,b1a3,f8c5,1
1000,c2c3,e7e5,b2b3,d8f6,1
1000,c2c3,e7e5,b2b4,b8c6,2
1000,c2c3,e7e5,b2b4,c7c6,1
1000,c2c3,e7e5,b2b4,d7d5,2
1000,c2c3,e7e5,c3c4,b8c6,1
1000,c2c3,e7e5,c3c4,d7d6,1
1000,c2c3,e7e5,c3c4,g8f6,1
1000,c2c3,e7e5,d1a4,b8c6,4
1000,c2c3,e7e5,d1a4,f8c5,1
1000,c2c3,e7e5,d1b3,c7c6,1
1000,c2c3,e7e5,d1c2,d7d5,1
1000,c2c3,e7e5,d1c2,d8f6,1
1000,c2c3,e7e5,d1c2,f8c5,1
1000,c2c3,e7e5,d2d3,b8c6,1
1000,c2c3,e7e5,d2d3,d7d5,12
1000,c2c3,e7e5,d2d3,d7d6,1
1000,c2c3,e7e5,d2d3,f7f5,1
1000,c2c3,e7e5,d2d3,f8c5,1
1000,c2c3,e7e5,d2d3,g8f6,2
1000,c2c3,e7e5,d2d4,b8c6,5
1000,c2c3,e7e5,d2d4,d7d5,3
1000,c2c3,e7e5,d2d4,d7d6,9
1000,c2c3,e7e5,d2d4,d8e7,1
1000,c2c3,e7e5,d2d4,d8f6,1
1000,c2c3,e7e5,d2d4,e5d4,23
1000,c2c3,e7e5,d2d4,e5e4,9
1000,c2c3,e7e5,d2d4,f7f6,3
1000,c2c3,e7e5,d2d4,f8d6,1
1000,c2c3,e7e5,e2e3,,1
1000,c2c3,e7e5,e2e3,d7d5,3
1000,c2c3,e7e5,e2e3,e5e4,2
1000,c2c3,e7e5,e2e3,f7f5,2
1000,c2c3,e7e5,e2e4,b8c6,2
1000,c2c3,e7e5,e2e4,d7d5,4
1000,c2c3,e7e5,e2e4,d8h4,3
1000,c2c3,e7e5,e2e4,f8c5,2
1000,c2c3,e7e5,e2e4,g8f6,6
1000,c2c3,e7e5,f2f3,d7d5,7
1000,c2c3,e7e5,f2f3,d8f6,1
1000,c2c3,e7e5,f2f3,f7f6,1
1000,c2c3,e7e5,f2f3,f8c5,1
1000,c2c3,e7e5,f2f3,g8f6,1
1000,c2c3,e7e5,g1f3,b8c6,2
1000,c2c3,e7e5,g1f3,d7d6,1
1000,c2c3,e7e5,g1f3,e5e4,1
1000,c2c3,e7e5,g1f3,f8c5,1
1000,c2c3,e7e5,g2g3,d7d5,1
1000,c2c3,e7e5,g2g3,d8f6,1
1000,c2c3,e7e5,g2g3,f8c5,1
1000,c2c3,e7e5,g2g3,g8f6,1
1000,c2c3,e7e5,g2g4,b8c6,1
1000,c2c3,e7e5,g2g4,f8c5,1
1000,c2c3,e7e5,h2h3,g8f6,1
1000,c2c3,e7e5,h2h4,b8c6,1
1000,c2c3,e7e6,b2b4,d7d5,1
1000,c2c3,e7e6,d1c2,d7d5,1
1000,c2c3,e7e6,d2d3,c7c5,1
1000,c2c3,e7e6,d2d3,d7d6,1
1000,c2c3,e7e6,d2d4,d7d5,4
1000,c2c3,e7e6,d2d4,f8d6,1
1000,c2c3,e7e6,d2d4,f8e7,1
1000,c2c3,e7e6,d2d4,g8f6,1
1000,c2c3,e7e6,e2e3,d8f6,1
1000,c2c3,e7e6,e2e4,b7b6,1
1000,c2c3,e7e6,e2e4,d8f6,1
1000,c2c3,e7e6,g1f3,d7d5,2
1000,c2c3,e7e6,g2g3,d7d5,1
1000,c2c3,f7f5,d2d4,d7d5,2
1000,c2c3,f7f5,d2d4,h7h6,1
1000,c2c3,f7f6,a2a3,c7c6,1
1000,c2c3,g7g6,b2b4,g8h6,1
1000,c2c3,g7g6,d1b3,f8g7,2
1000,c2c3,g7g6,d1c2,g8f6,1
1000,c2c3,g7g6,d2d3,b7b6,1
1000,c2c3,g7g6,d2d3,f8g7,2
1000,c2c3,g7g6,d2d4,d7d5,2
1000,c2c3,g7g6,d2d4,f8h6,1
1000,c2c3,g7g6,d2d4,g8f6,1
1000,c2c3,g7g6,e2e3,f8g7,1
1000,c2c3,g7g6,g1f3,f8g7,1
1000,c2c3,g8f6,d2d3,b8c6,1
1000,c2c3,g8f6,d2d3,c7c6,1
1000,c2c3,g8f6,d2d3,d7d6,2
