avgrating,move1,move2,move3,move4,numgames
800,,,,,3
800,a2a3,a7a5,b1c3,b8c6,1
800,a2a3,a7a6,b1c3,g8f6,1
800,a2a3,b7b6,b1c3,c7c5,1
800,a2a3,b8c6,b2b3,e7e5,1
800,a2a3,c7c5,b2b4,c5b4,1
800,a2a3,d7d5,b1c3,g8f6,1
800,a2a3,d7d6,b1c3,e7e5,1
800,a2a3,e7e5,b1c3,d7d5,1
800,a2a3,e7e5,b2b3,g8f6,1
800,a2a3,e7e6,e2e3,d7d5,1
800,a2a4,a7a5,b1c3,e7e5,1
800,a2a4,a7a5,d2d4,b7b6,1
800,a2a4,b8c6,b1c3,d7d6,1
800,a2a4,b8c6,b2b4,a7a6,1
800,a2a4,b8c6,c2c3,g8f6,1
800,a2a4,c7c5,c2c4,b7b6,1
800,a2a4,d7d5,a4a5,b8c6,1
800,a2a4,d7d5,a4a5,g8f6,1
800,a2a4,d7d5,b1c3,g8f6,1
800,a2a4,d7d5,d2d4,c8f5,1
800,a2a4,d7d5,d2d4,d8d6,1
800,a2a4,d7d5,d2d4,e7e6,1
800,a2a4,e7e5,a1a3,f8a3,1
800,a2a4,e7e5,a4a5,f7f5,1
800,a2a4,e7e5,b1c3,d8h4,1
800,a2a4,e7e5,b1c3,f8c5,1
800,a2a4,e7e5,b1c3,g8f6,1
800,a2a4,e7e5,b2b3,d7d5,1
800,a2a4,e7e5,e2e3,d7d5,1
800,a2a4,e7e5,e2e3,f7f5,1
800,a2a4,e7e5,e2e4,b8c6,1
800,a2a4,e7e5,e2e4,d7d6,1
800,a2a4,e7e5,e2e4,f7f5,1
800,a2a4,e7e6,e2e4,f8c5,1
800,a2a4,g8f6,b1c3,d7d6,1
800,b1a3,e7e5,e2e4,,1
800,b1a3,e7e5,e2e4,f8c5,1
800,b1a3,e7e5,g2g3,d7d5,1
800,b1c3,a7a5,c3b5,b7b6,1
800,b1c3,a7a5,g1f3,a8a6,1
800,b1c3,b7b5,c3b5,c7c6,1
800,b1c3,b8c6,c3b5,a7a6,1
800,b1c3,b8c6,c3d5,e7e6,1
800,b1c3,b8c6,d2d3,d7d5,1
800,b1c3,b8c6,d2d3,g7g5,1
800,b1c3,b8c6,e2e3,g8f6,1
800,b1c3,b8c6,g1f3,a7a6,1
800,b1c3,b8c6,g1f3,g8f6,1
800,b1c3,b8c6,g1f3,h7h5,1
800,b1c3,c7c5,d2d3,b8c6,2
800,b1c3,c7c5,e2e4,e7e5,1
800,b1c3,c7c6,d2d3,d7d5,1
800,b1c3,c7c6,d2d4,d7d5,2
800,b1c3,c7c6,e2e4,d7d5,1
800,b1c3,d7d5,a2a3,g7g6,1
800,b1c3,d7d5,c3d5,d8d5,1
800,b1c3,d7d5,d2d4,b8c6,1
800,b1c3,d7d5,d2d4,c7c6,1
800,b1c3,d7d5,d2d4,e7e5,1
800,b1c3,d7d5,d2d4,e7e6,1
800,b1c3,d7d5,d2d4,g8f6,1
800,b1c3,d7d5,e2e3,d5d4,1
800,b1c3,d7d5,e2e4,d5e4,1
800,b1c3,d7d5,g1f3,b8c6,2
800,b1c3,d7d5,g1f3,g8f6,1
800,b1c3,d7d5,h2h3,e7e6,1
800,b1c3,d7d6,d2d3,d8d7,1
800,b1c3,d7d6,d2d3,g7g6,1
800,b1c3,d7d6,g1f3,e7e6,1
800,b1c3,e7e5,b2b4,b8c6,1
800,b1c3,e7e5,c3d5,b8c6,1
800,b1c3,e7e5,d2d3,c7c6,1
800,b1c3,e7e5,d2d3,d8h4,1
800,b1c3,e7e5,d2d3,f8b4,2
800,b1c3,e7e5,d2d3,f8c5,1
800,b1c3,e7e5,d2d4,b8c6,1
800,b1c3,e7e5,d2d4,f7f6,2
800,b1c3,e7e5,e2e3,f8c5,1
800,b1c3,e7e5,e2e4,b8c6,3
800,b1c3,e7e5,e2e4,c7c6,2
800,b1c3,e7e5,e2e4,d7d5,1
800,b1c3,e7e5,e2e4,f8b4,1
800,b1c3,e7e5,e2e4,f8c5,1
800,b1c3,e7e5,e2e4,f8d6,1
800,b1c3,e7e5,e2e4,g8f6,5
800,b1c3,e7e5,g1f3,b8c6,6
800,b1c3,e7e5,g1f3,e5e4,1
800,b1c3,e7e6,e2e3,f7f5,1
800,b1c3,f7f6,h2h3,a7a6,1
800,b1c3,g7g6,g1f3,f8g7,1
800,b1c3,g8f6,g1f3,c7c5,1
800,b1c3,g8f6,h2h3,e7e5,1
800,b1c3,h7h5,g1f3,c7c6,1
800,b1c3,h7h6,g1f3,g8f6,1
800,b2b3,a7a5,a2a4,b8c6,1
800,b2b3,b8c6,b1c3,,1
800,b2b3,b8c6,c2c4,a7a6,1
800,b2b3,d7d5,b1c3,g8f6,1
800,b2b3,d7d5,c1b2,c7c6,1
800,b2b3,d7d5,c1b2,d5d4,1
800,b2b3,d7d5,c2c3,c8f5,1
800,b2b3,d7d5,c2c4,d5c4,1
800,b2b3,d7d5,d2d4,g8f6,1
800,b2b3,e7e5,b3b4,f7f5,1
800,b2b3,e7e5,c1b2,b8c6,1
800,b2b3,e7e5,c1b2,f7f6,1
800,b2b3,e7e5,c2c4,e5e4,1
800,b2b3,e7e6,c1b2,d7d6,1
800,b2b3,e7e6,f2f3,b8c6,1
800,b2b3,f7f5,c1b2,c7c5,1
800,b2b3,g7g5,c1a3,f8g7,1
800,b2b3,g7g6,c2c4,f8h6,1
800,b2b4,b7b5,d2d4,d7d5,1
800,b2b4,b7b6,,,1
800,b2b4,b7b6,e2e4,c8b7,2
800,b2b4,b8c6,b1c3,c6b4,1
800,b2b4,b8c6,c2c3,e7e5,1
800,b2b4,b8c6,c2c3,g8f6,2
800,b2b4,b8c6,d2d3,g8f6,1
800,b2b4,b8c6,h2h3,c6b4,1
800,b2b4,c7c5,a2a3,c5b4,1
800,b2b4,c7c6,e2e4,d7d6,1
800,b2b4,d7d5,d2d4,c7c6,1
800,b2b4,d7d6,c1b2,b7b6,1
800,b2b4,d7d6,d2d3,g7g6,1
800,b2b4,d7d6,d2d4,c7c5,1
800,b2b4,d7d6,d2d4,c8e6,1
800,b2b4,d7d6,d2d4,e7e6,1
800,b2b4,e7e5,b1c3,f8b4,1
800,b2b4,e7e5,c1a3,f8d6,1
800,b2b4,e7e5,c1b2,f8b4,1
800,b2b4,e7e5,c2c3,b8c6,1
800,b2b4,e7e5,c2c3,d7d6,1
800,b2b4,e7e5,c2c3,d8g5,1
800,b2b4,e7e5,c2c4,f7f6,1
800,b2b4,e7e5,e2e4,a7a6,1
800,b2b4,e7e5,e2e4,b8c6,1
800,b2b4,e7e5,e2e4,d7d5,1
800,b2b4,e7e5,e2e4,d7d6,4
800,b2b4,e7e5,e2e4,d8g5,1
800,b2b4,e7e5,e2e4,d8h4,1
800,b2b4,e7e5,e2e4,f7f6,2
800,b2b4,e7e5,e2e4,f8b4,4
800,b2b4,e7e5,e2e4,g8f6,5
800,b2b4,e7e5,f2f4,d7d6,1
800,b2b4,e7e6,b1c3,d7d5,1
800,b2b4,e7e6,c1a3,f8c5,1
800,b2b4,e7e6,c1b2,f8b4,2
800,b2b4,g7g5,g2g4,f8g7,1
800,b2b4,g7g6,g1f3,f8g7,1
800,b2b4,g8f6,d2d4,d7d5,1
800,b2b4,g8f6,g1f3,b8c6,1
800,b2b4,g8f6,g1f3,c7c6,1
800,b2b4,g8f6,g1f3,d7d6,1
800,c2c3,c7c5,d2d4,e7e6,1
800,c2c3,d7d5,d1a4,c7c6,1
800,c2c3,d7d5,d2d4,b8c6,1
800,c2c3,d7d5,d2d4,e7e6,1
800,c2c3,e7e5,,,1
800,c2c3,e7e5,b1a3,f8c5,1
800,c2c3,e7e5,b2b4,a7a5,1
800,c2c3,e7e5,d2d3,f8c5,1
800,c2c3,e7e5,d2d4,d7d6,1
800,c2c3,e7e5,d2d4,e5e4,1
800,c2c3,e7e5,d2d4,f8d6,1
800,c2c3,e7e5,e2e4,d7d6,1
800,c2c3,e7e5,g2g3,f7f6,1
800,c2c3,e7e6,d2d4,d7d6,1
800,c2c3,e7e6,e2e3,b8c6,1
800,c2c3,e7e6,e2e3,h7h5,1
800,c2c3,e7e6,g1f3,f7f6,1
800,c2c3,e7e6,g2g3,d8f6,1
800,c2c3,g7g6,b2b4,d7d6,1
800,c2c4,b7b6,b2b4,c8b7,1
800,c2c4,b7b6,e2e4,c8b7,1
800,c2c4,b8a6,d2d4,d7d5,1
800,c2c4,b8c6,b2b3,d7d5,1
800,c2c4,b8c6,b2b3,g8f6,2
800,c2c4,b8c6,f2f4,c6a5,1
800,c2c4,b8c6,f2f4,g8f6,1
800,c2c4,c7c5,a2a3,b8c6,1
800,c2c4,c7c5,b1c3,b7b6,1
800,c2c4,c7c5,b1c3,b8c6,1
800,c2c4,c7c5,b1c3,e7e5,1
800,c2c4,c7c5,b2b3,b8c6,1
800,c2c4,c7c5,b2b3,g8f6,2
800,c2c4,c7c5,d2d4,d7d5,1
800,c2c4,c7c5,d2d4,d7d6,1
800,c2c4,c7c5,e2e4,b8c6,1
800,c2c4,c7c5,e2e4,e7e5,1
800,c2c4,c7c5,f2f4,g8f6,1
800,c2c4,c7c5,g1f3,d7d5,1
800,c2c4,c7c6,b1a3,d7d5,1
800,c2c4,c7c6,b1c3,d7d5,1
800,c2c4,d7d5,b1a3,d5c4,1
800,c2c4,d7d5,b1c3,d5c4,1
800,c2c4,d7d5,b2b3,d5c4,1
800,c2c4,d7d5,c4c5,e7e6,1
800,c2c4,d7d5,c4d5,c7c5,1
800,c2c4,d7d5,c4d5,d8d5,3
800,c2c4,d7d5,d2d3,c8f5,1
800,c2c4,d7d5,g2g3,d5c4,1
800,c2c4,d7d6,b1c3,b8a6,1
800,c2c4,d7d6,b1c3,e7e5,1
800,c2c4,e7e5,b1a3,f8a3,1
800,c2c4,e7e5,b1c3,b8c6,6
800,c2c4,e7e5,b1c3,c7c6,1
800,c2c4,e7e5,b1c3,d7d6,1
800,c2c4,e7e5,b1c3,f8c5,1
800,c2c4,e7e5,b1c3,g7g6,1
800,c2c4,e7e5,b1c3,g8f6,1
800,c2c4,e7e5,b2b3,d7d5,1
800,c2c4,e7e5,b2b3,d8g5,1
800,c2c4,e7e5,b2b3,f8c5,1
800,c2c4,e7e5,d2d3,b8c6,1
800,c2c4,e7e5,d2d3,c7c6,1
800,c2c4,e7e5,d2d3,f8b4,1
800,c2c4,e7e5,d2d3,g8f6,1
800,c2c4,e7e5,d2d4,e5d4,1
800,c2c4,e7e5,e2e4,b8c6,1
800,c2c4,e7e5,e2e4,c7c6,1
800,c2c4,e7e5,e2e4,d7d6,1
800,c2c4,e7e5,e2e4,d8f6,1
800,c2c4,e7e5,e2e4,d8h4,1
800,c2c4,e7e5,e2e4,f8b4,1
800,c2c4,e7e5,e2e4,f8c5,1
800,c2c4,e7e5,e2e4,g8f6,2
800,c2c4,e7e5,f2f3,g8f6,1
800,c2c4,e7e5,f2f4,b8c6,1
800,c2c4,e7e5,f2f4,d7d6,1
800,c2c4,e7e5,g2g3,d7d5,1
800,c2c4,e7e6,a2a3,f8c5,1
800,c2c4,e7e6,b1c3,c7c5,1
800,c2c4,e7e6,b1c3,d7d5,1
800,c2c4,e7e6,f2f4,g7g6,1
800,c2c4,f7f5,b1c3,e7e5,1
800,c2c4,f7f5,b1c3,g8f6,1
800,c2c4,g7g6,b2b4,g8f6,1
800,c2c4,g8f6,d2d3,d7d5,1
800,c2c4,g8f6,d2d4,g7g6,1
800,c2c4,g8h6,b1c3,g7g6,1
800,d2d3,a7a5,e2e4,b7b6,1
800,d2d3,a7a5,g1f3,b7b6,1
800,d2d3,b7b6,f2f3,c8b7,1
800,d2d3,b8c6,e2e4,g8f6,1
800,d2d3,c7c6,e2e4,d7d5,1
800,d2d3,d7d5,a2a4,e7e6,2
800,d2d3,d7d5,b1c3,e7e5,1
800,d2d3,d7d5,b1c3,e7e6,1
800,d2d3,d7d5,b1c3,g8f6,1
800,d2d3,d7d5,b1d2,b8c6,1
800,d2d3,d7d5,c1d2,,1
800,d2d3,d7d5,c1e3,e7e6,1
800,d2d3,d7d5,c1h6,g8h6,1
800,d2d3,d7d5,c2c3,b8c6,1
800,d2d3,d7d5,c2c3,c7c5,1
800,d2d3,d7d5,d3d4,c7c6,1
800,d2d3,d7d5,d3d4,e7e6,1
800,d2d3,d7d5,d3d4,f7f6,1
800,d2d3,d7d5,e2e3,b8c6,2
800,d2d3,d7d5,e2e3,c7c5,1
800,d2d3,d7d5,e2e3,e7e5,1
800,d2d3,d7d5,e2e3,e7e6,1
800,d2d3,d7d5,e2e3,f7f6,1
800,d2d3,d7d5,e2e4,b8c6,1
800,d2d3,e7e5,c1d2,d7d5,1
800,d2d3,e7e5,c2c4,g8f6,1
800,d2d3,e7e5,d1d2,b8c6,1
800,d2d3,e7e5,d1d2,d7d5,1
800,d2d3,e7e5,d1d2,h7h5,1
800,d2d3,e7e5,d3d4,d7d6,1
800,d2d3,e7e5,d3d4,e5d4,1
800,d2d3,e7e5,d3d4,f8b4,1
800,d2d3,e7e5,e2e3,d7d5,1
800,d2d3,e7e5,e2e4,b8c6,2
800,d2d3,e7e5,e2e4,f7f6,1
800,d2d3,e7e5,e2e4,f8b4,2
800,d2d3,e7e5,e2e4,f8c5,1
800,d2d3,e7e5,e2e4,g8f6,1
800,d2d3,e7e5,f2f3,c7c5,1
800,d2d3,e7e5,f2f4,d8h4,1
800,d2d3,e7e5,g1f3,d7d6,1
800,d2d3,e7e5,g1f3,g8f6,1
800,d2d3,e7e5,h2h3,g8f6,1
800,d2d3,e7e6,c1h6,g7h6,1
800,d2d3,e7e6,e2e4,f8b4,1
800,d2d3,f7f5,e2e4,h7h6,1
800,d2d3,f7f6,,,1
800,d2d3,g8f6,e2e3,e7e6,1
800,d2d3,g8f6,e2e4,d7d5,1
800,d2d3,g8f6,e2e4,e7e5,2
800,d2d4,a7a5,b1c3,a5a4,2
800,d2d4,a7a5,c2c3,b7b6,1
800,d2d4,a7a5,c2c4,a5a4,1
800,d2d4,a7a5,c2c4,b7b6,4
800,d2d4,a7a5,e2e4,h7h5,1
800,d2d4,a7a6,c2c4,c7c6,1
800,d2d4,b7b5,g1f3,c8b7,1
800,d2d4,b7b6,c1f4,c8b7,1
800,d2d4,b7b6,e2e3,c8b7,1
800,d2d4,b7b6,e2e4,c8b7,2
800,d2d4,b7b6,g1f3,g8h6,1
800,d2d4,b7b6,h2h4,c8b7,1
800,d2d4,b8a6,e2e3,b7b5,1
800,d2d4,b8c6,b1c3,e7e6,1
800,d2d4,b8c6,b1d2,c6d4,2
800,d2d4,b8c6,b1d2,d7d5,1
800,d2d4,b8c6,c1e3,e7e5,1
800,d2d4,b8c6,c2c3,c6d4,1
800,d2d4,b8c6,c2c3,d7d5,11
800,d2d4,b8c6,c2c3,e7e5,3
800,d2d4,b8c6,c2c3,g7g6,1
800,d2d4,b8c6,c2c4,d7d6,1
800,d2d4,b8c6,c2c4,e7e5,3
800,d2d4,b8c6,c2c4,e7e6,1
800,d2d4,b8c6,c2c4,g8f6,3
800,d2d4,b8c6,d4d5,c6a5,1
800,d2d4,b8c6,d4d5,c6b8,1
800,d2d4,b8c6,d4d5,c6e5,2
800,d2d4,b8c6,e2e3,d7d5,1
800,d2d4,b8c6,e2e3,e7e5,1
800,d2d4,b8c6,e2e3,e7e6,2
800,d2d4,b8c6,e2e3,g8f6,3
800,d2d4,b8c6,e2e4,c6a5,1
800,d2d4,b8c6,e2e4,c6d4,1
800,d2d4,b8c6,e2e4,d7d5,2
800,d2d4,b8c6,e2e4,e7e5,2
800,d2d4,b8c6,f2f3,e7e5,1
800,d2d4,b8c6,g1f3,d7d5,5
800,d2d4,b8c6,g1f3,d7d6,1
800,d2d4,b8c6,g1f3,g8f6,2
800,d2d4,b8c6,g2g3,g8f6,1
800,d2d4,b8c6,h2h4,c6d4,1
800,d2d4,c7c5,c1e3,d8a5,1
800,d2d4,c7c5,c2c4,c5d4,1
800,d2d4,c7c5,d4c5,b8c6,3
800,d2d4,c7c5,d4c5,d8a5,2
800,d2d4,c7c5,e2e3,a7a5,1
800,d2d4,c7c5,e2e3,g8f6,1
800,d2d4,c7c5,e2e4,d8a5,1
800,d2d4,c7c5,g1f3,b8c6,1
800,d2d4,c7c5,g1f3,d7d6,1
800,d2d4,c7c6,c1f4,d8a5,1
800,d2d4,c7c6,c2c4,d7d5,1
800,d2d4,c7c6,c2c4,d7d6,2
800,d2d4,c7c6,d1d2,d7d5,1
800,d2d4,c7c6,e2e3,g7g6,1
800,d2d4,c7c6,e2e4,d7d5,3
800,d2d4,c7c6,e2e4,e7e6,1
800,d2d4,c7c6,f2f3,h7h6,1
800,d2d4,c7c6,g1f3,d7d5,2
800,d2d4,c7c6,g1f3,g7g6,1
800,d2d4,d7d5,,,8
800,d2d4,d7d5,a2a3,c7c5,1
800,d2d4,d7d5,a2a4,a7a5,1
800,d2d4,d7d5,b1c3,a7a6,1
800,d2d4,d7d5,b1c3,b7b5,1
800,d2d4,d7d5,b1c3,b7b6,1
800,d2d4,d7d5,b1c3,b8c6,13
800,d2d4,d7d5,b1c3,c7c6,5
800,d2d4,d7d5,b1c3,c8e6,1
800,d2d4,d7d5,b1c3,c8f5,1
800,d2d4,d7d5,b1c3,d8d6,2
800,d2d4,d7d5,b1c3,e7e6,21
800,d2d4,d7d5,b1c3,f7f6,2
800,d2d4,d7d5,b1c3,g8f6,24
800,d2d4,d7d5,b1c3,h7h5,2
800,d2d4,d7d5,b1d2,b8c6,9
800,d2d4,d7d5,b1d2,c7c5,1
800,d2d4,d7d5,b1d2,c8f5,1
800,d2d4,d7d5,b1d2,d8d6,1
800,d2d4,d7d5,b1d2,e7e6,9
800,d2d4,d7d5,b1d2,g8f6,4
800,d2d4,d7d5,b2b3,b8c6,1
800,d2d4,d7d5,b2b3,c7c5,1
800,d2d4,d7d5,b2b3,c7c6,1
800,d2d4,d7d5,b2b3,c8e6,1
800,d2d4,d7d5,b2b3,f7f6,1
800,d2d4,d7d5,b2b4,d8d6,1
800,d2d4,d7d5,b2b4,e7e5,1
800,d2d4,d7d5,c1e3,e7e5,1
800,d2d4,d7d5,c1f4,b8c6,3
800,d2d4,d7d5,c1f4,c7c5,1
800,d2d4,d7d5,c1f4,c8f5,5
800,d2d4,d7d5,c1f4,e7e6,5
800,d2d4,d7d5,c1f4,f7f6,1
800,d2d4,d7d5,c1h6,g7h6,2
800,d2d4,d7d5,c2c3,,1
800,d2d4,d7d5,c2c3,b8c6,3
800,d2d4,d7d5,c2c3,c7c6,1
800,d2d4,d7d5,c2c3,c8f5,1
800,d2d4,d7d5,c2c3,e7e6,4
800,d2d4,d7d5,c2c3,f7f6,1
800,d2d4,d7d5,c2c3,g8f6,5
800,d2d4,d7d5,c2c3,h7h5,1
800,d2d4,d7d5,c2c3,h7h6,1
800,d2d4,d7d5,c2c4,,2
800,d2d4,d7d5,c2c4,a7a5,1
800,d2d4,d7d5,c2c4,b7b6,1
800,d2d4,d7d5,c2c4,b8c6,8
800,d2d4,d7d5,c2c4,c7c5,9
800,d2d4,d7d5,c2c4,c7c6,13
800,d2d4,d7d5,c2c4,c8d7,1
800,d2d4,d7d5,c2c4,c8e6,1
800,d2d4,d7d5,c2c4,c8f5,2
800,d2d4,d7d5,c2c4,d5c4,29
800,d2d4,d7d5,c2c4,e7e6,17
800,d2d4,d7d5,c2c4,f7f6,1
800,d2d4,d7d5,c2c4,g8f6,12
800,d2d4,d7d5,d1d3,b8c6,5
800,d2d4,d7d5,d1d3,e7e6,1
800,d2d4,d7d5,d1d3,g8f6,2
800,d2d4,d7d5,e2e3,a7a6,1
800,d2d4,d7d5,e2e3,b7b6,1
800,d2d4,d7d5,e2e3,b8c6,19
800,d2d4,d7d5,e2e3,c7c5,1
800,d2d4,d7d5,e2e3,c7c6,2
800,d2d4,d7d5,e2e3,c8f5,4
800,d2d4,d7d5,e2e3,c8g4,1
800,d2d4,d7d5,e2e3,e7e5,2
800,d2d4,d7d5,e2e3,e7e6,24
800,d2d4,d7d5,e2e3,f7f5,1
800,d2d4,d7d5,e2e3,f7f6,1
800,d2d4,d7d5,e2e3,g8f6,10
800,d2d4,d7d5,e2e3,h7h6,1
800,d2d4,d7d5,e2e4,,1
800,d2d4,d7d5,e2e4,d5e4,8
800,d2d4,d7d5,e2e4,e7e5,1
800,d2d4,d7d5,e2e4,e7e6,3
800,d2d4,d7d5,e2e4,f7f6,1
800,d2d4,d7d5,e2e4,g8f6,1
800,d2d4,d7d5,f2f3,b8c6,6
800,d2d4,d7d5,f2f3,c7c5,2
800,d2d4,d7d5,f2f3,c7c6,3
800,d2d4,d7d5,f2f3,e7e6,4
800,d2d4,d7d5,f2f3,f7f5,1
800,d2d4,d7d5,f2f3,g8f6,3
800,d2d4,d7d5,f2f4,b8c6,2
800,d2d4,d7d5,f2f4,g8f6,2
800,d2d4,d7d5,g1f3,b8c6,10
800,d2d4,d7d5,g1f3,b8d7,1
800,d2d4,d7d5,g1f3,c7c5,1
800,d2d4,d7d5,g1f3,c7c6,3
800,d2d4,d7d5,g1f3,e7e5,1
800,d2d4,d7d5,g1f3,e7e6,10
800,d2d4,d7d5,g1f3,f7f6,3
800,d2d4,d7d5,g1f3,g8f6,3
800,d2d4,d7d5,g2g3,b8c6,5
800,d2d4,d7d5,g2g3,c7c6,2
800,d2d4,d7d5,g2g3,c8f5,1
800,d2d4,d7d5,g2g3,e7e6,4
800,d2d4,d7d5,g2g3,g8f6,2
800,d2d4,d7d5,g2g4,c8g4,2
800,d2d4,d7d5,g2g4,d8d6,1
800,d2d4,d7d5,g2g4,f7f5,1
800,d2d4,d7d5,h2h3,e7e5,1
800,d2d4,d7d5,h2h3,e7e6,2
800,d2d4,d7d5,h2h3,g8f6,2
800,d2d4,d7d5,h2h3,g8h6,1
800,d2d4,d7d5,h2h4,f7f5,1
800,d2d4,d7d5,h2h4,g7g6,1
800,d2d4,d7d6,,,3
800,d2d4,d7d6,b1c3,e7e5,1
800,d2d4,d7d6,b1c3,f7f5,1
800,d2d4,d7d6,b1d2,c8g4,1
800,d2d4,d7d6,b1d2,d8d7,1
800,d2d4,d7d6,c2c3,c8g4,1
800,d2d4,d7d6,c2c3,h7h6,1
800,d2d4,d7d6,c2c4,e7e5,7
800,d2d4,d7d6,c2c4,g7g6,1
800,d2d4,d7d6,c2c4,g8f6,1
800,d2d4,d7d6,c2c4,h7h6,1
800,d2d4,d7d6,d1d3,b8c6,1
800,d2d4,d7d6,d4d5,b8c6,2
800,d2d4,d7d6,d4d5,c7c6,1
800,d2d4,d7d6,d4d5,d8d7,1
800,d2d4,d7d6,d4d5,g8f6,3
800,d2d4,d7d6,e2e3,d8d7,1
800,d2d4,d7d6,e2e3,e7e5,2
800,d2d4,d7d6,e2e3,g8f6,1
800,d2d4,d7d6,e2e4,d8d7,2
800,d2d4,d7d6,e2e4,e7e6,2
800,d2d4,d7d6,g1f3,b8c6,1
800,d2d4,d7d6,g1f3,c7c5,1
800,d2d4,d7d6,g1f3,e7e5,1
800,d2d4,d7d6,g1f3,f7f5,1
800,d2d4,d7d6,g1f3,f7f6,1
800,d2d4,d7d6,h2h3,b8c6,1
800,d2d4,d7d6,h2h3,e7e5,2
800,d2d4,d7d6,h2h3,f7f5,1
800,d2d4,d7d6,h2h4,c7c5,1
800,d2d4,e7e5,,,1
800,d2d4,e7e5,b1c3,c7c5,1
800,d2d4,e7e5,c2c3,d8h4,1
800,d2d4,e7e5,c2c4,b8c6,1
800,d2d4,e7e5,c2c4,d8f6,1
800,d2d4,e7e5,d1d3,b8c6,1
800,d2d4,e7e5,d4d5,f8c5,1
800,d2d4,e7e5,d4e5,b8c6,2
800,d2d4,e7e5,d4e5,d7d5,2
800,d2d4,e7e5,d4e5,d7d6,2
800,d2d4,e7e5,d4e5,d8e7,3
800,d2d4,e7e5,d4e5,d8f6,1
800,d2d4,e7e5,d4e5,f7f5,1
800,d2d4,e7e5,d4e5,f7f6,2
800,d2d4,e7e5,e2e3,e5d4,4
800,d2d4,e7e5,e2e3,f8b4,1
800,d2d4,e7e5,e2e4,d7d6,1
800,d2d4,e7e5,e2e4,g8f6,1
800,d2d4,e7e5,g1f3,b8c6,1
800,d2d4,e7e5,g1f3,e5d4,1
800,d2d4,e7e5,g1f3,f7f6,1
800,d2d4,e7e5,g2g3,f7f5,1
800,d2d4,e7e6,,,1
800,d2d4,e7e6,a2a3,c7c6,1
800,d2d4,e7e6,a2a3,d7d5,1
800,d2d4,e7e6,a2a3,d8f6,1
800,d2d4,e7e6,b1c3,d7d5,3
800,d2d4,e7e6,b1c3,d7d6,2
800,d2d4,e7e6,b1c3,d8f6,1
800,d2d4,e7e6,b1c3,f7f6,1
800,d2d4,e7e6,b1c3,f8b4,2
800,d2d4,e7e6,b1c3,g7g6,2
800,d2d4,e7e6,c1d2,d8f6,1
800,d2d4,e7e6,c1e3,d7d6,1
800,d2d4,e7e6,c1f4,d7d5,1
800,d2d4,e7e6,c1f4,d7d6,2
800,d2d4,e7e6,c1f4,d8f6,1
800,d2d4,e7e6,c1f4,g8f6,1
800,d2d4,e7e6,c2c3,d7d5,3
800,d2d4,e7e6,c2c3,g8f6,1
800,d2d4,e7e6,c2c4,b7b6,1
800,d2d4,e7e6,c2c4,b8c6,2
800,d2d4,e7e6,c2c4,d7d5,1
800,d2d4,e7e6,c2c4,d7d6,2
800,d2d4,e7e6,c2c4,f7f5,1
800,d2d4,e7e6,c2c4,f8a3,1
800,d2d4,e7e6,c2c4,f8b4,3
800,d2d4,e7e6,c2c4,f8e7,1
800,d2d4,e7e6,c2c4,g8e7,1
800,d2d4,e7e6,c2c4,g8f6,1
800,d2d4,e7e6,d4d5,c7c5,1
800,d2d4,e7e6,d4d5,e6d5,1
800,d2d4,e7e6,d4d5,e6e5,1
800,d2d4,e7e6,d4d5,f8b4,1
800,d2d4,e7e6,e2e3,b7b6,1
800,d2d4,e7e6,e2e3,b8c6,1
800,d2d4,e7e6,e2e3,d7d5,3
800,d2d4,e7e6,e2e3,d8f6,1
800,d2d4,e7e6,e2e3,f8d6,1
800,d2d4,e7e6,e2e3,g8f6,1
800,d2d4,e7e6,e2e4,b8c6,4
800,d2d4,e7e6,e2e4,c7c5,1
800,d2d4,e7e6,e2e4,d7d5,5
800,d2d4,e7e6,e2e4,d7d6,1
800,d2d4,e7e6,e2e4,d8f6,3
800,d2d4,e7e6,e2e4,d8h4,3
800,d2d4,e7e6,e2e4,f8b4,7
800,d2d4,e7e6,e2e4,g8f6,4
800,d2d4,e7e6,e2e4,g8h6,1
800,d2d4,e7e6,f2f3,c7c5,1
800,d2d4,e7e6,g1f3,b8c6,1
800,d2d4,e7e6,g1f3,d7d5,2
800,d2d4,e7e6,g1f3,d7d6,3
800,d2d4,e7e6,g1f3,f8b4,2
800,d2d4,e7e6,g1f3,g7g5,1
800,d2d4,e7e6,g1f3,g8f6,1
800,d2d4,e7e6,g2g3,f8a3,1
800,d2d4,e7e6,h2h4,b8c6,1
800,d2d4,f7f5,,,1
800,d2d4,f7f5,b1c3,b8c6,1
800,d2d4,f7f5,b1c3,e7e5,1
800,d2d4,f7f5,c1g5,h7h6,1
800,d2d4,f7f5,c2c4,b7b6,1
800,d2d4,f7f5,c2c4,d7d5,1
800,d2d4,f7f5,c2c4,g7g5,2
800,d2d4,f7f5,c2c4,g8f6,2
800,d2d4,f7f5,e2e3,c7c5,1
800,d2d4,f7f5,f2f3,g8f6,1
800,d2d4,f7f5,f2f3,g8h6,1
800,d2d4,f7f5,g1f3,b8c6,1
800,d2d4,f7f6,c2c4,e7e5,1
800,d2d4,f7f6,d4d5,e7e6,1
800,d2d4,f7f6,e2e4,a7a6,1
800,d2d4,f7f6,e2e4,g7g5,1
