fromsquarerank,fromsquarefile,piece,COUNT(*),turn,avgrating
2,0,rook,13867,White,1600
2,0,rook,7798,White,1800
2,0,rook,2746,White,2000
2,0,rook,664,White,2200
2,0,rook,58,White,2400
2,0,rook,7,White,2600
2,1,bishop,33,Black,800
2,1,bishop,463,Black,1000
2,1,bishop,2978,Black,1200
2,1,bishop,7165,Black,1400
2,1,bishop,8150,Black,1600
2,1,bishop,4845,Black,1800
2,1,bishop,1645,Black,2000
2,1,bishop,333,Black,2200
2,1,bishop,25,Black,2400
2,1,bishop,2,Black,2600
2,1,bishop,136,White,800
2,1,bishop,3305,White,1000
2,1,bishop,21712,White,1200
2,1,bishop,54158,White,1400
2,1,bishop,53861,White,1600
2,1,bishop,25847,White,1800
2,1,bishop,7622,White,2000
2,1,bishop,1541,White,2200
2,1,bishop,95,White,2400
2,1,bishop,4,White,2600
2,1,king,65,Black,800
2,1,king,976,Black,1000
2,1,king,5676,Black,1200
2,1,king,12732,Black,1400
2,1,king,13727,Black,1600
2,1,king,7513,Black,1800
2,1,king,2466,Black,2000
2,1,king,507,Black,2200
2,1,king,43,Black,2400
2,1,king,5,Black,2600
2,1,king,123,White,800
2,1,king,2484,White,1000
2,1,king,12461,White,1200
2,1,king,26606,White,1400
2,1,king,26231,White,1600
2,1,king,13799,White,1800
2,1,king,4547,White,2000
2,1,king,944,White,2200
2,1,king,95,White,2400
2,1,king,7,White,2600
2,1,knight,57,Black,800
2,1,knight,928,Black,1000
2,1,knight,4717,Black,1200
2,1,knight,10398,Black,1400
2,1,knight,10440,Black,1600
2,1,knight,5982,Black,1800
2,1,knight,1958,Black,2000
2,1,knight,481,Black,2200
2,1,knight,41,Black,2400
2,1,knight,4,Black,2600
2,1,knight,77,White,800
2,1,knight,1648,White,1000
2,1,knight,11221,White,1200
2,1,knight,34964,White,1400
2,1,knight,44282,White,1600
2,1,knight,25110,White,1800
2,1,knight,8084,White,2000
2,1,knight,1867,White,2200
2,1,knight,152,White,2400
2,1,knight,9,White,2600
2,1,pawn,63,Black,800
2,1,pawn,1109,Black,1000
2,1,pawn,5743,Black,1200
2,1,pawn,13740,Black,1400
2,1,pawn,15080,Black,1600
2,1,pawn,8567,Black,1800
2,1,pawn,2840,Black,2000
2,1,pawn,618,Black,2200
2,1,pawn,42,Black,2400
2,1,pawn,3,Black,2600
2,1,pawn,301,White,800
2,1,pawn,5059,White,1000
2,1,pawn,29329,White,1200
2,1,pawn,72462,White,1400
2,1,pawn,81269,White,1600
2,1,pawn,44833,White,1800
2,1,pawn,15416,White,2000
2,1,pawn,3558,White,2200
2,1,pawn,349,White,2400
2,1,pawn,40,White,2600
2,1,queen,85,Black,800
2,1,queen,1021,Black,1000
2,1,queen,5415,Black,1200
2,1,queen,12060,Black,1400
2,1,queen,12822,Black,1600
2,1,queen,6758,Black,1800
2,1,queen,2217,Black,2000
2,1,queen,518,Black,2200
2,1,queen,29,Black,2400
2,1,queen,4,Black,2600
2,1,queen,200,White,800
2,1,queen,4149,White,1000
2,1,queen,26717,White,1200
2,1,queen,68632,White,1400
2,1,queen,78417,White,1600
2,1,queen,42783,White,1800
2,1,queen,12932,White,2000
2,1,queen,2864,White,2200
2,1,queen,217,White,2400
2,1,queen,15,White,2600
2,1,rook,52,Black,800
2,1,rook,1192,Black,1000
2,1,rook,8762,Black,1200
2,1,rook,22764,Black,1400
2,1,rook,26000,Black,1600
2,1,rook,14605,Black,1800
2,1,rook,5087,Black,2000
2,1,rook,1200,Black,2200
2,1,rook,126,Black,2400
2,1,rook,17,Black,2600
2,1,rook,60,White,800
2,1,rook,953,White,1000
2,1,rook,5856,White,1200
2,1,rook,14838,White,1400
2,1,rook,16608,White,1600
2,1,rook,9594,White,1800
2,1,rook,3305,White,2000
2,1,rook,847,White,2200
2,1,rook,70,White,2400
2,1,rook,7,White,2600
2,2,bishop,92,Black,800
2,2,bishop,1694,Black,1000
2,2,bishop,8795,Black,1200
2,2,bishop,19104,Black,1400
2,2,bishop,19326,Black,1600
2,2,bishop,10762,Black,1800
2,2,bishop,3586,Black,2000
2,2,bishop,818,Black,2200
2,2,bishop,73,Black,2400
2,2,bishop,9,Black,2600
2,2,bishop,106,White,800
2,2,bishop,2379,White,1000
2,2,bishop,16395,White,1200
2,2,bishop,37962,White,1400
2,2,bishop,38645,White,1600
2,2,bishop,20071,White,1800
2,2,bishop,6528,White,2000
2,2,bishop,1543,White,2200
2,2,bishop,155,White,2400
2,2,bishop,17,White,2600
2,2,king,65,Black,800
2,2,king,1184,Black,1000
2,2,king,6421,Black,1200
2,2,king,14498,Black,1400
2,2,king,15644,Black,1600
2,2,king,8613,Black,1800
2,2,king,2862,Black,2000
2,2,king,603,Black,2200
2,2,king,48,Black,2400
2,2,king,5,Black,2600
2,2,king,177,White,800
2,2,king,3462,White,1000
2,2,king,17351,White,1200
2,2,king,38437,White,1400
2,2,king,41158,White,1600
2,2,king,22372,White,1800
2,2,king,7474,White,2000
2,2,king,1672,White,2200
2,2,king,158,White,2400
2,2,king,4,White,2600
2,2,knight,123,Black,800
2,2,knight,2135,Black,1000
2,2,knight,11417,Black,1200
2,2,knight,25235,Black,1400
2,2,knight,24487,Black,1600
2,2,knight,12797,Black,1800
2,2,knight,3888,Black,2000
2,2,knight,901,Black,2200
2,2,knight,80,Black,2400
2,2,knight,8,Black,2600
2,2,knight,1599,White,800
2,2,knight,32672,White,1000
2,2,knight,177661,White,1200
2,2,knight,401548,White,1400
2,2,knight,406018,White,1600
2,2,knight,213239,White,1800
2,2,knight,66699,White,2000
2,2,knight,14344,White,2200
2,2,knight,1232,White,2400
2,2,knight,97,White,2600
2,2,pawn,75,Black,800
2,2,pawn,1300,Black,1000
2,2,pawn,7203,Black,1200
2,2,pawn,17101,Black,1400
2,2,pawn,17991,Black,1600
2,2,pawn,9692,Black,1800
2,2,pawn,3118,Black,2000
2,2,pawn,683,Black,2200
2,2,pawn,41,Black,2400
2,2,pawn,5,Black,2600
2,2,pawn,630,White,800
2,2,pawn,11262,White,1000
2,2,pawn,62348,White,1200
2,2,pawn,152495,White,1400
2,2,pawn,166054,White,1600
2,2,pawn,84890,White,1800
2,2,pawn,25131,White,2000
2,2,pawn,5496,White,2200
2,2,pawn,353,White,2400
2,2,pawn,34,White,2600
2,2,queen,139,Black,800
2,2,queen,2972,Black,1000
2,2,queen,14912,Black,1200
2,2,queen,30262,Black,1400
2,2,queen,27905,Black,1600
2,2,queen,13830,Black,1800
2,2,queen,4459,Black,2000
2,2,queen,936,Black,2200
2,2,queen,67,Black,2400
2,2,queen,4,Black,2600
2,2,queen,126,White,800
2,2,queen,2858,White,1000
2,2,queen,17855,White,1200
2,2,queen,41971,White,1400
2,2,queen,43215,White,1600
2,2,queen,22737,White,1800
2,2,queen,7380,White,2000
2,2,queen,1565,White,2200
2,2,queen,158,White,2400
2,2,queen,23,White,2600
2,2,rook,79,Black,800
2,2,rook,1630,Black,1000
2,2,rook,11167,Black,1200
2,2,rook,28908,Black,1400
2,2,rook,32550,Black,1600
2,2,rook,18285,Black,1800
2,2,rook,5977,Black,2000
2,2,rook,1446,Black,2200
2,2,rook,132,Black,2400
2,2,rook,12,Black,2600
2,2,rook,60,White,800
2,2,rook,1041,White,1000
2,2,rook,6977,White,1200
2,2,rook,18949,White,1400
2,2,rook,22802,White,1600
2,2,rook,12989,White,1800
2,2,rook,4626,White,2000
2,2,rook,1143,White,2200
2,2,rook,119,White,2400
2,2,rook,6,White,2600
2,3,bishop,84,Black,800
2,3,bishop,1274,Black,1000
2,3,bishop,6735,Black,1200
2,3,bishop,16008,Black,1400
2,3,bishop,17601,Black,1600
2,3,bishop,9441,Black,1800
2,3,bishop,3093,Black,2000
2,3,bishop,667,Black,2200
2,3,bishop,47,Black,2400
2,3,bishop,7,Black,2600
2,3,bishop,447,White,800
2,3,bishop,10105,White,1000
2,3,bishop,60712,White,1200
2,3,bishop,165748,White,1400
2,3,bishop,197549,White,1600
2,3,bishop,107529,White,1800
2,3,bishop,32237,White,2000
2,3,bishop,7215,White,2200
2,3,bishop,545,White,2400
2,3,bishop,30,White,2600
2,3,king,73,Black,800
2,3,king,1171,Black,1000
2,3,king,6389,Black,1200
2,3,king,14342,Black,1400
2,3,king,15382,Black,1600
2,3,king,8328,Black,1800
2,3,king,2958,Black,2000
2,3,king,587,Black,2200
2,3,king,49,Black,2400
2,3,king,6,Black,2600
2,3,king,235,White,800
2,3,king,4730,White,1000
2,3,king,24086,White,1200
2,3,king,56592,White,1400
2,3,king,65144,White,1600
2,3,king,37667,White,1800
2,3,king,12707,White,2000
2,3,king,2847,White,2200
2,3,king,258,White,2400
2,3,king,11,White,2600
2,3,knight,143,Black,800
2,3,knight,2573,Black,1000
2,3,knight,14346,Black,1200
2,3,knight,31701,Black,1400
2,3,knight,32473,Black,1600
2,3,knight,17404,Black,1800
2,3,knight,5555,Black,2000
2,3,knight,1217,Black,2200
2,3,knight,114,Black,2400
2,3,knight,10,Black,2600
2,3,knight,71,White,800
2,3,knight,1494,White,1000
2,3,knight,8216,White,1200
2,3,knight,21776,White,1400
2,3,knight,26588,White,1600
2,3,knight,16666,White,1800
2,3,knight,5903,White,2000
2,3,knight,1416,White,2200
2,3,knight,127,White,2400
2,3,knight,14,White,2600
2,3,pawn,71,Black,800
2,3,pawn,1218,Black,1000
2,3,pawn,6400,Black,1200
2,3,pawn,15409,Black,1400
2,3,pawn,17387,Black,1600
2,3,pawn,9479,Black,1800
2,3,pawn,3074,Black,2000
2,3,pawn,715,Black,2200
2,3,pawn,45,Black,2400
2,3,pawn,5,Black,2600
2,3,pawn,566,White,800
2,3,pawn,10623,White,1000
2,3,pawn,56747,White,1200
2,3,pawn,117879,White,1400
2,3,pawn,109088,White,1600
2,3,pawn,49929,White,1800
2,3,pawn,15593,White,2000
2,3,pawn,2981,White,2200
2,3,pawn,255,White,2400
2,3,pawn,28,White,2600
2,3,queen,110,Black,800
2,3,queen,2172,Black,1000
2,3,queen,10689,Black,1200
2,3,queen,21587,Black,1400
2,3,queen,21235,Black,1600
2,3,queen,10589,Black,1800
2,3,queen,3389,Black,2000
2,3,queen,741,Black,2200
2,3,queen,69,Black,2400
2,3,queen,4,Black,2600
2,3,queen,327,White,800
2,3,queen,6797,White,1000
2,3,queen,40111,White,1200
2,3,queen,101622,White,1400
2,3,queen,112827,White,1600
2,3,queen,58560,White,1800
2,3,queen,17706,White,2000
2,3,queen,3773,White,2200
2,3,queen,281,White,2400
2,3,queen,21,White,2600
2,3,rook,99,Black,800
2,3,rook,1880,Black,1000
2,3,rook,11982,Black,1200
2,3,rook,28670,Black,1400
2,3,rook,30706,Black,1600
2,3,rook,16377,Black,1800
2,3,rook,5517,Black,2000
2,3,rook,1234,Black,2200
2,3,rook,108,Black,2400
2,3,rook,9,Black,2600
2,3,rook,77,White,800
2,3,rook,1755,White,1000
2,3,rook,11498,White,1200
2,3,rook,29861,White,1400
2,3,rook,34494,White,1600
2,3,rook,20084,White,1800
2,3,rook,6898,White,2000
2,3,rook,1667,White,2200
2,3,rook,171,White,2400
2,3,rook,13,White,2600
2,4,bishop,55,Black,800
2,4,bishop,1042,Black,1000
2,4,bishop,5538,Black,1200
2,4,bishop,13428,Black,1400
2,4,bishop,14864,Black,1600
2,4,bishop,7895,Black,1800
2,4,bishop,2455,Black,2000
2,4,bishop,538,Black,2200
2,4,bishop,36,Black,2400
2,4,bishop,2,Black,2600
2,4,bishop,425,White,800
2,4,bishop,8918,White,1000
2,4,bishop,58145,White,1200
2,4,bishop,154428,White,1400
2,4,bishop,179108,White,1600
2,4,bishop,98348,White,1800
2,4,bishop,31136,White,2000
2,4,bishop,6915,White,2200
2,4,bishop,512,White,2400
2,4,bishop,44,White,2600
2,4,king,53,Black,800
2,4,king,1018,Black,1000
2,4,king,5891,Black,1200
2,4,king,13269,Black,1400
2,4,king,14569,Black,1600
2,4,king,7687,Black,1800
2,4,king,2711,Black,2000
2,4,king,591,Black,2200
2,4,king,45,Black,2400
2,4,king,11,Black,2600
2,4,king,250,White,800
2,4,king,5482,White,1000
2,4,king,29284,White,1200
2,4,king,71968,White,1400
2,4,king,84436,White,1600
2,4,king,47746,White,1800
2,4,king,16280,White,2000
2,4,king,3526,White,2200
2,4,king,328,White,2400
2,4,king,18,White,2600
2,4,knight,113,Black,800
2,4,knight,2222,Black,1000
2,4,knight,11836,Black,1200
2,4,knight,26754,Black,1400
2,4,knight,27917,Black,1600
2,4,knight,14372,Black,1800
2,4,knight,4098,Black,2000
2,4,knight,845,Black,2200
2,4,knight,83,Black,2400
2,4,knight,4,Black,2600
2,4,knight,86,White,800
2,4,knight,1661,White,1000
2,4,knight,10169,White,1200
2,4,knight,27263,White,1400
2,4,knight,33700,White,1600
2,4,knight,20440,White,1800
2,4,knight,7373,White,2000
2,4,knight,1805,White,2200
2,4,knight,148,White,2400
2,4,knight,15,White,2600
2,4,pawn,57,Black,800
2,4,pawn,1018,Black,1000
2,4,pawn,5600,Black,1200
2,4,pawn,13485,Black,1400
2,4,pawn,15342,Black,1600
2,4,pawn,8662,Black,1800
2,4,pawn,3032,Black,2000
2,4,pawn,685,Black,2200
2,4,pawn,68,Black,2400
2,4,pawn,8,Black,2600
2,4,pawn,441,White,800
2,4,pawn,8448,White,1000
2,4,pawn,45021,White,1200
2,4,pawn,111770,White,1400
2,4,pawn,123133,White,1600
2,4,pawn,67543,White,1800
2,4,pawn,21085,White,2000
2,4,pawn,4888,White,2200
2,4,pawn,429,White,2400
2,4,pawn,35,White,2600
2,4,queen,126,Black,800
2,4,queen,2278,Black,1000
2,4,queen,11973,Black,1200
2,4,queen,26505,Black,1400
2,4,queen,27696,Black,1600
2,4,queen,13889,Black,1800
2,4,queen,4191,Black,2000
2,4,queen,833,Black,2200
2,4,queen,54,Black,2400
2,4,queen,2,Black,2600
2,4,queen,211,White,800
2,4,queen,4255,White,1000
2,4,queen,25719,White,1200
2,4,queen,63025,White,1400
2,4,queen,67744,White,1600
2,4,queen,36083,White,1800
2,4,queen,11755,White,2000
2,4,queen,2618,White,2200
2,4,queen,205,White,2400
2,4,queen,22,White,2600
2,4,rook,82,Black,800
2,4,rook,1638,Black,1000
2,4,rook,9577,Black,1200
2,4,rook,22939,Black,1400
2,4,rook,25144,Black,1600
2,4,rook,13550,Black,1800
2,4,rook,4335,Black,2000
2,4,rook,978,Black,2200
2,4,rook,85,Black,2400
2,4,rook,14,Black,2600
2,4,rook,115,White,800
2,4,rook,1954,White,1000
2,4,rook,13594,White,1200
2,4,rook,36159,White,1400
2,4,rook,39967,White,1600
2,4,rook,21827,White,1800
2,4,rook,7537,White,2000
2,4,rook,1813,White,2200
2,4,rook,186,White,2400
2,4,rook,17,White,2600
2,5,bishop,66,Black,800
2,5,bishop,1270,Black,1000
2,5,bishop,6584,Black,1200
2,5,bishop,14412,Black,1400
2,5,bishop,13948,Black,1600
2,5,bishop,6847,Black,1800
2,5,bishop,2217,Black,2000
2,5,bishop,464,Black,2200
2,5,bishop,36,Black,2400
2,5,bishop,6,Black,2600
2,5,bishop,141,White,800
2,5,bishop,2972,White,1000
2,5,bishop,21056,White,1200
2,5,bishop,57835,White,1400
2,5,bishop,65518,White,1600
2,5,bishop,36966,White,1800
2,5,bishop,12654,White,2000
2,5,bishop,2852,White,2200
2,5,bishop,268,White,2400
2,5,bishop,35,White,2600
2,5,king,37,Black,800
2,5,king,1026,Black,1000
2,5,king,5872,Black,1200
2,5,king,13695,Black,1400
2,5,king,14946,Black,1600
2,5,king,7954,Black,1800
2,5,king,2886,Black,2000
2,5,king,636,Black,2200
2,5,king,59,Black,2400
2,5,king,5,Black,2600
2,5,king,268,White,800
2,5,king,5250,White,1000
2,5,king,30618,White,1200
2,5,king,76496,White,1400
2,5,king,90447,White,1600
2,5,king,52533,White,1800
2,5,king,18100,White,2000
2,5,king,4041,White,2200
2,5,king,396,White,2400
2,5,king,22,White,2600
2,5,knight,91,Black,800
2,5,knight,1924,Black,1000
2,5,knight,9082,Black,1200
2,5,knight,18405,Black,1400
2,5,knight,16804,Black,1600
2,5,knight,8502,Black,1800
2,5,knight,2568,Black,2000
2,5,knight,595,Black,2200
2,5,knight,62,Black,2400
2,5,knight,3,Black,2600
2,5,knight,2011,White,800
2,5,knight,42388,White,1000
2,5,knight,240815,White,1200
2,5,knight,571868,White,1400
2,5,knight,592398,White,1600
2,5,knight,303492,White,1800
2,5,knight,92279,White,2000
2,5,knight,19548,White,2200
2,5,knight,1609,White,2400
2,5,knight,147,White,2600
2,5,pawn,67,Black,800
2,5,pawn,929,Black,1000
2,5,pawn,4940,Black,1200
2,5,pawn,11306,Black,1400
2,5,pawn,12631,Black,1600
2,5,pawn,7255,Black,1800
2,5,pawn,2406,Black,2000
2,5,pawn,549,Black,2200
2,5,pawn,31,Black,2400
2,5,pawn,3,Black,2600
2,5,pawn,521,White,800
2,5,pawn,8907,White,1000
2,5,pawn,41812,White,1200
2,5,pawn,92304,White,1400
2,5,pawn,100641,White,1600
2,5,pawn,55517,White,1800
2,5,pawn,17551,White,2000
2,5,pawn,3846,White,2200
2,5,pawn,320,White,2400
2,5,pawn,22,White,2600
2,5,queen,123,Black,800
2,5,queen,2153,Black,1000
2,5,queen,10655,Black,1200
2,5,queen,21541,Black,1400
2,5,queen,20927,Black,1600
2,5,queen,10616,Black,1800
2,5,queen,3407,Black,2000
2,5,queen,690,Black,2200
2,5,queen,63,Black,2400
2,5,queen,11,Black,2600
2,5,queen,546,White,800
2,5,queen,12812,White,1000
2,5,queen,72554,White,1200
2,5,queen,150908,White,1400
2,5,queen,131628,White,1600
2,5,queen,59285,White,1800
2,5,queen,17726,White,2000
2,5,queen,3984,White,2200
2,5,queen,301,White,2400
2,5,queen,32,White,2600
2,5,rook,50,Black,800
2,5,rook,1418,Black,1000
2,5,rook,8983,Black,1200
2,5,rook,20848,Black,1400
2,5,rook,22225,Black,1600
2,5,rook,11401,Black,1800
2,5,rook,3802,Black,2000
2,5,rook,866,Black,2200
2,5,rook,68,Black,2400
2,5,rook,11,Black,2600
2,5,rook,80,White,800
2,5,rook,1609,White,1000
2,5,rook,11902,White,1200
2,5,rook,37178,White,1400
2,5,rook,45352,White,1600
2,5,rook,23556,White,1800
2,5,rook,7328,White,2000
2,5,rook,1634,White,2200
2,5,rook,164,White,2400
2,5,rook,10,White,2600
2,6,bishop,33,Black,800
2,6,bishop,554,Black,1000
2,6,bishop,3021,Black,1200
2,6,bishop,7984,Black,1400
2,6,bishop,9294,Black,1600
2,6,bishop,5064,Black,1800
2,6,bishop,1570,Black,2000
2,6,bishop,334,Black,2200
2,6,bishop,35,Black,2400
2,6,bishop,4,Black,2600
2,6,bishop,65,White,800
2,6,bishop,1778,White,1000
2,6,bishop,11410,White,1200
2,6,bishop,33588,White,1400
2,6,bishop,39854,White,1600
2,6,bishop,21544,White,1800
2,6,bishop,6984,White,2000
2,6,bishop,1554,White,2200
2,6,bishop,113,White,2400
2,6,bishop,13,White,2600
2,6,king,31,Black,800
2,6,king,903,Black,1000
2,6,king,5148,Black,1200
2,6,king,12211,Black,1400
2,6,king,13866,Black,1600
2,6,king,7508,Black,1800
2,6,king,2549,Black,2000
2,6,king,551,Black,2200
2,6,king,37,Black,2400
2,6,king,3,Black,2600
2,6,king,270,White,800
2,6,king,4698,White,1000
2,6,king,27856,White,1200
2,6,king,68769,White,1400
2,6,king,77879,White,1600
2,6,king,42419,White,1800
2,6,king,14021,White,2000
2,6,king,3188,White,2200
2,6,king,257,White,2400
2,6,king,24,White,2600
2,6,knight,65,Black,800
2,6,knight,1119,Black,1000
2,6,knight,5435,Black,1200
2,6,knight,12505,Black,1400
2,6,knight,13595,Black,1600
2,6,knight,7075,Black,1800
2,6,knight,2021,Black,2000
2,6,knight,426,Black,2200
2,6,knight,24,Black,2400
2,6,knight,3,Black,2600
2,6,knight,66,White,800
2,6,knight,1758,White,1000
2,6,knight,13068,White,1200
2,6,knight,42138,White,1400
2,6,knight,55447,White,1600
2,6,knight,32327,White,1800
2,6,knight,10417,White,2000
2,6,knight,2212,White,2200
2,6,knight,179,White,2400
2,6,knight,11,White,2600
2,6,pawn,40,Black,800
2,6,pawn,933,Black,1000
2,6,pawn,4689,Black,1200
2,6,pawn,11283,Black,1400
2,6,pawn,12036,Black,1600
2,6,pawn,6742,Black,1800
2,6,pawn,2198,Black,2000
2,6,pawn,474,Black,2200
2,6,pawn,40,Black,2400
2,6,pawn,2,Black,2600
2,6,pawn,347,White,800
2,6,pawn,5578,White,1000
2,6,pawn,30678,White,1200
2,6,pawn,77254,White,1400
2,6,pawn,92620,White,1600
2,6,pawn,57306,White,1800
2,6,pawn,21041,White,2000
2,6,pawn,4870,White,2200
2,6,pawn,488,White,2400
2,6,pawn,39,White,2600
2,6,queen,102,Black,800
2,6,queen,1644,Black,1000
2,6,queen,8296,Black,1200
2,6,queen,19315,Black,1400
2,6,queen,20494,Black,1600
2,6,queen,10702,Black,1800
2,6,queen,3172,Black,2000
2,6,queen,616,Black,2200
2,6,queen,53,Black,2400
2,6,queen,6,Black,2600
2,6,queen,127,White,800
2,6,queen,2968,White,1000
2,6,queen,20900,White,1200
2,6,queen,52799,White,1400
2,6,queen,52785,White,1600
2,6,queen,25319,White,1800
2,6,queen,7706,White,2000
2,6,queen,1734,White,2200
2,6,queen,123,White,2400
2,6,queen,9,White,2600
2,6,rook,49,Black,800
2,6,rook,939,Black,1000
2,6,rook,6243,Black,1200
2,6,rook,15752,Black,1400
2,6,rook,16882,Black,1600
2,6,rook,9335,Black,1800
2,6,rook,3196,Black,2000
2,6,rook,761,Black,2200
2,6,rook,53,Black,2400
2,6,rook,6,Black,2600
2,6,rook,47,White,800
2,6,rook,1080,White,1000
2,6,rook,7440,White,1200
2,6,rook,21450,White,1400
2,6,rook,23855,White,1600
2,6,rook,12362,White,1800
2,6,rook,3905,White,2000
2,6,rook,955,White,2200
2,6,rook,84,White,2400
2,6,rook,4,White,2600
2,7,bishop,99,Black,800
2,7,bishop,1478,Black,1000
2,7,bishop,8850,Black,1200
2,7,bishop,20146,Black,1400
2,7,bishop,20758,Black,1600
2,7,bishop,11167,Black,1800
2,7,bishop,3761,Black,2000
2,7,bishop,751,Black,2200
2,7,bishop,83,Black,2400
2,7,bishop,6,Black,2600
2,7,bishop,112,White,800
2,7,bishop,1456,White,1000
2,7,bishop,6370,White,1200
2,7,bishop,13601,White,1400
2,7,bishop,14834,White,1600
2,7,bishop,9777,White,1800
2,7,bishop,3605,White,2000
2,7,bishop,861,White,2200
2,7,bishop,96,White,2400
2,7,bishop,11,White,2600
2,7,king,20,Black,800
2,7,king,577,Black,1000
2,7,king,3255,Black,1200
2,7,king,7233,Black,1400
2,7,king,7649,Black,1600
2,7,king,4173,Black,1800
2,7,king,1417,Black,2000
2,7,king,309,Black,2200
2,7,king,20,Black,2400
2,7,king,2,Black,2600
2,7,king,138,White,800
2,7,king,2204,White,1000
2,7,king,13361,White,1200
2,7,king,32226,White,1400
2,7,king,34709,White,1600
2,7,king,19220,White,1800
2,7,king,6492,White,2000
2,7,king,1484,White,2200
2,7,king,118,White,2400
2,7,king,14,White,2600
2,7,knight,24,Black,800
2,7,knight,459,Black,1000
2,7,knight,3045,Black,1200
2,7,knight,7097,Black,1400
2,7,knight,7327,Black,1600
2,7,knight,3565,Black,1800
2,7,knight,1122,Black,2000
2,7,knight,238,Black,2200
2,7,knight,22,Black,2400
2,7,knight,3,Black,2600
2,7,knight,202,White,800
2,7,knight,3330,White,1000
2,7,knight,12566,White,1200
2,7,knight,21755,White,1400
2,7,knight,19800,White,1600
2,7,knight,9891,White,1800
2,7,knight,2858,White,2000
2,7,knight,678,White,2200
2,7,knight,59,White,2400
2,7,knight,5,White,2600
2,7,pawn,62,Black,800
2,7,pawn,1129,Black,1000
2,7,pawn,5974,Black,1200
2,7,pawn,13622,Black,1400
2,7,pawn,14327,Black,1600
2,7,pawn,7875,Black,1800
2,7,pawn,2564,Black,2000
2,7,pawn,585,Black,2200
2,7,pawn,51,Black,2400
2,7,pawn,4,Black,2600
2,7,pawn,314,White,800
2,7,pawn,5510,White,1000
2,7,pawn,35549,White,1200
2,7,pawn,96215,White,1400
2,7,pawn,107900,White,1600
2,7,pawn,56230,White,1800
2,7,pawn,17694,White,2000
2,7,pawn,3956,White,2200
2,7,pawn,299,White,2400
2,7,pawn,23,White,2600
2,7,queen,122,Black,800
2,7,queen,2078,Black,1000
2,7,queen,10095,Black,1200
2,7,queen,22282,Black,1400
2,7,queen,22118,Black,1600
2,7,queen,10955,Black,1800
2,7,queen,3318,Black,2000
2,7,queen,664,Black,2200
2,7,queen,55,Black,2400
2,7,queen,5,Black,2600
2,7,queen,65,White,800
2,7,queen,1382,White,1000
2,7,queen,8647,White,1200
2,7,queen,21094,White,1400
2,7,queen,21528,White,1600
2,7,queen,10579,White,1800
2,7,queen,3364,White,2000
2,7,queen,639,White,2200
2,7,queen,49,White,2400
2,7,queen,3,White,2600
2,7,rook,73,Black,800
2,7,rook,1327,Black,1000
2,7,rook,8026,Black,1200
2,7,rook,18532,Black,1400
2,7,rook,18926,Black,1600
2,7,rook,9760,Black,1800
2,7,rook,3153,Black,2000
2,7,rook,652,Black,2200
2,7,rook,57,Black,2400
2,7,rook,4,Black,2600
2,7,rook,62,White,800
2,7,rook,957,White,1000
2,7,rook,5627,White,1200
2,7,rook,15239,White,1400
2,7,rook,17307,White,1600
2,7,rook,8695,White,1800
2,7,rook,2829,White,2000
2,7,rook,684,White,2200
2,7,rook,49,White,2400
2,7,rook,5,White,2600
3,0,bishop,51,Black,800
3,0,bishop,834,Black,1000
3,0,bishop,4244,Black,1200
3,0,bishop,9149,Black,1400
3,0,bishop,9590,Black,1600
3,0,bishop,5184,Black,1800
3,0,bishop,1681,Black,2000
3,0,bishop,336,Black,2200
3,0,bishop,30,Black,2400
3,0,bishop,3,Black,2600
3,0,bishop,131,White,800
3,0,bishop,2485,White,1000
3,0,bishop,12527,White,1200
3,0,bishop,26858,White,1400
3,0,bishop,24933,White,1600
3,0,bishop,11254,White,1800
3,0,bishop,3115,White,2000
3,0,bishop,637,White,2200
3,0,bishop,38,White,2400
3,0,bishop,1,White,2600
3,0,king,38,Black,800
3,0,king,765,Black,1000
3,0,king,4045,Black,1200
3,0,king,8553,Black,1400
3,0,king,8667,Black,1600
3,0,king,4598,Black,1800
3,0,king,1594,Black,2000
3,0,king,327,Black,2200
3,0,king,29,Black,2400
3,0,king,3,Black,2600
3,0,king,54,White,800
3,0,king,910,White,1000
3,0,king,4324,White,1200
3,0,king,9019,White,1400
3,0,king,8620,White,1600
3,0,king,4709,White,1800
3,0,king,1565,White,2000
3,0,king,335,White,2200
3,0,king,33,White,2400
3,0,king,2,White,2600
3,0,knight,31,Black,800
3,0,knight,662,Black,1000
3,0,knight,3696,Black,1200
3,0,knight,8916,Black,1400
3,0,knight,9588,Black,1600
3,0,knight,5376,Black,1800
3,0,knight,1930,Black,2000
3,0,knight,430,Black,2200
3,0,knight,36,Black,2400
3,0,knight,108,White,800
3,0,knight,2052,White,1000
3,0,knight,12132,White,1200
3,0,knight,31168,White,1400
3,0,knight,32733,White,1600
3,0,knight,17006,White,1800
3,0,knight,5617,White,2000
3,0,knight,1251,White,2200
3,0,knight,124,White,2400
3,0,knight,11,White,2600
3,0,pawn,134,Black,800
3,0,pawn,2413,Black,1000
3,0,pawn,14430,Black,1200
3,0,pawn,36463,Black,1400
3,0,pawn,41566,Black,1600
3,0,pawn,24356,Black,1800
3,0,pawn,8353,Black,2000
3,0,pawn,1866,Black,2200
3,0,pawn,135,Black,2400
3,0,pawn,13,Black,2600
3,0,pawn,292,White,800
3,0,pawn,5651,White,1000
3,0,pawn,35960,White,1200
